county,license_number,operation_type,estab_type,entity_name,dba_name,street_number,street_name,city,state,zip_code,georeference,:@computed_region_yamh_8v7k,square_footage,address_line_2,address_line_3
ERIE,142056,Store,AC,CAMS 24 CORP,CAMERONS 24 HOUR STORE,1054,ELMWOOD AVE,BUFFALO,NY,14222,"{'type': 'Point', 'coordinates': [-78.87702, 42.92588]}",300,1000,,
ERIE,142055,Store,A,CVS ALBANY LLC,CVS PHARMACY #0747,3734,S PARK AVE###,BLASDELL,NY,14219,"{'type': 'Point', 'coordinates': [-78.82298, 42.79651]}",289,13000,,
ERIE,142035,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #1315,141,PINE ST,HAMBURG,NY,14075,"{'type': 'Point', 'coordinates': [-78.82594, 42.71956]}",289,2300,,
ERIE,142033,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10256,12968,MAIN RD,AKRON,NY,14001,"{'type': 'Point', 'coordinates': [-78.504, 42.99812]}",284,1500,,
ERIE,142025,Store,AC,BUFFALO SAV INC,SLAVIC BAZAAR,1550,WILLIAM ST,BUFFALO,NY,14206,"{'type': 'Point', 'coordinates': [-78.81341, 42.88513]}",300,1200,,
ERIE,141985,Store,A,WILLERT PARK FOOD MARKET LLC,WILLERT PARK FOOD MARKET,473,JEFFERSON AVE,BUFFALO,NY,14204,"{'type': 'Point', 'coordinates': [-78.85397, 42.88794]}",300,1900,,
ERIE,141982,Store,AC,BEST HALAL INC,WALDEN GROCERIES,57,WALDEN AVE ####,BUFFALO,NY,14211,"{'type': 'Point', 'coordinates': [-78.83405, 42.90361]}",300,1000,,
ERIE,141977,Store,A,FADDELL ABDULL M,CITY CORNER FOOD PLUS,1538,FILLMORE AVE,BUFFALO,NY,14211,"{'type': 'Point', 'coordinates': [-78.83914, 42.91558]}",300,1000,,
ERIE,141976,Store,AC,CULINARY ARTS SPECIALTIES INC,CULINARY ARTS SPEC INC,2268,UNION RD,CHEEKTOWAGA,NY,14227,"{'type': 'Point', 'coordinates': [-78.75396, 42.87356]}",298,53000,,
ERIE,141971,Store,AC,LEXINGTON RL FDS CMMNTY CO-OP INC,LEXINGTON CO-OP MARKET,807,ELMWOOD AVE,BUFFALO,NY,14222,"{'type': 'Point', 'coordinates': [-78.87703, 42.91926]}",300,8400,,
ERIE,141963,Store,AC,C STORE INC,C STORE #15,5341,BROADWAY AVE #####,LANCASTER,NY,14086,,,1000,,
ERIE,141962,Store,A,ALDI INC,ALDI 80,2090,ELMWOOD AVE,BUFFALO,NY,14207,"{'type': 'Point', 'coordinates': [-78.88002, 42.95472]}",300,4000,,
ERIE,141875,Store,AC,MAPLE GLEN SUGAR HOUSE LLC,MAPLE GLEN SUGAR HOUSE,2266,GOWANDA ZOAR RD,GOWANDA,NY,14070,"{'type': 'Point', 'coordinates': [-78.92543, 42.46361]}",295,500,,
ERIE,141855,Store,A,CVS ALBANY LLC,CVS PHARMACY 0576,7182,BOSTON STATE RD###,HAMBURG,NY,14075,"{'type': 'Point', 'coordinates': [-78.77739, 42.6862]}",302,11000,,
ERIE,141842,Store,A,BEST DEAL MINI MART INC,BEST DEAL MINI MARKET,268,AMHERST ST,BUFFALO,NY,14207,"{'type': 'Point', 'coordinates': [-78.89365, 42.93691]}",300,1200,,
ERIE,141839,Store,AC,BROWNSON DONALD P,OMEGA DELI CO,455,CENTER RD. ####,WEST SENECA,NY,14224,"{'type': 'Point', 'coordinates': [-78.76576, 42.83963]}",276,1000,,
ERIE,141832,Store,AC,DERBY DELI INC,DERBY DELI,6901,ERIE RD,DERBY,NY,14047,"{'type': 'Point', 'coordinates': [-78.98491, 42.69889]}",291,1000,,
ERIE,141828,Store,AC,AN CHAU ASIAN MARKET INC,AN CHAU ORIENTAL FOODS,3306,BAILEY AVE,BUFFALO,NY,14215,"{'type': 'Point', 'coordinates': [-78.81368, 42.94489]}",300,3000,,
ERIE,141827,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 5701,5150,BROADWAY,DEPEW,NY,14043,"{'type': 'Point', 'coordinates': [-78.68354, 42.90177]}",286,7500,,
ERIE,141826,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6977,8790,ERIE RD,ANGOLA,NY,14006,"{'type': 'Point', 'coordinates': [-79.0441, 42.64624]}",291,8000,,
ERIE,141813,Store,AC,OBAID ADEL S,POTOMAC EXPRESS DELI,188,POTOMAC AVE,BUFFALO,NY,14213,"{'type': 'Point', 'coordinates': [-78.89248, 42.92397]}",300,1200,,
ERIE,141807,Store,AC,LGGC INC,EDIBLE ARRANGEMENTS,194,PLAZA DR,WILLIAMSVILLE,NY,14221,"{'type': 'Point', 'coordinates': [-78.74135, 43.00056]}",304,1200,,
ERIE,141790,Store,A,FEEL RITE NATURAL FOOD SHOPPES INC,FEEL RITE FRESH MARKET,2141,DELAWARE AVE ####,BUFFALO,NY,14216,"{'type': 'Point', 'coordinates': [-78.86725, 42.94179]}",300,3000,,
ERIE,141766,Store,A,ECKERD CORP,RITE AID 10812,190,MAIN ST,EAST AURORA,NY,14052,"{'type': 'Point', 'coordinates': [-78.628, 42.76797]}",303,12500,,
ERIE,141764,Store,AC,630 COLVIN AVE INC,C&K THE CORNER STORE,630,COLVIN AVE,BUFFALO,NY,14216,"{'type': 'Point', 'coordinates': [-78.85921, 42.95813]}",300,2500,,
ERIE,141756,Store,AC,BJJ CHOCOLATES INC,WATSONS CHOCOLATES,3227,SOUTHWESTERN BLVD,ORCHARD PARK,NY,14127,"{'type': 'Point', 'coordinates': [-78.75007, 42.79545]}",282,1500,,
ERIE,141755,Store,A,UNITED REFINING CO OF PA INC,KWIK FILL A14-98,2543,DELAWARE AVE,BUFFALO,NY,14216,"{'type': 'Point', 'coordinates': [-78.86874, 42.95326]}",300,1200,,
ERIE,141747,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #1003,952,UNION ROAD,WEST SENECA,NY,14224,"{'type': 'Point', 'coordinates': [-78.7535, 42.82653]}",276,14200,,
ERIE,141710,Store,AC,CRAFTS&CREATIONS INC,KENYONS VARIETY,5820,GOODRICH RD,CLARENCE CENTER,NY,14032,"{'type': 'Point', 'coordinates': [-78.63771, 43.00532]}",297,3500,,
ERIE,141693,Store,AC,SALEH KASIM ALI ABDULLA,COMSTOCK DELI&GROCERY,262,COMSTOCK AVE,BUFFALO,NY,14215,"{'type': 'Point', 'coordinates': [-78.81762, 42.94383]}",300,1500,,
ERIE,141690,Store,AC,ADEN ENTERPRISES INC,GREEN FARM MARKET,351,POTOMAC AVE,BUFFALO,NY,14213,"{'type': 'Point', 'coordinates': [-78.8864, 42.92409]}",300,2500,,
ERIE,141675,Store,A,CVS ALBANY LLC,CVS PHARMACY 00762,2000,KENSINGTON AVE###,AMHERST,NY,14226,"{'type': 'Point', 'coordinates': [-78.78535, 42.94985]}",304,5000,,
ERIE,141669,Store,A,ECKERD CORP,RITE AID 10813,8079,N MAIN ST,EDEN,NY,14057,"{'type': 'Point', 'coordinates': [-78.88587, 42.66611]}",293,1500,,
ERIE,141633,Store,AC,JOHNNYS MOHAWK MEATS INC,JOHNNYS MEATS,1191,HERTEL AVE,BUFFALO,NY,14216,"{'type': 'Point', 'coordinates': [-78.86406, 42.94777]}",300,5000,,
ERIE,141629,Store,A,ALDI INC,ALDI 75,4030,MAPLE RD,AMHERST,NY,14226,"{'type': 'Point', 'coordinates': [-78.8136, 42.99154]}",304,5000,,
ERIE,141628,Store,A,ALDI INC,ALDI 77,865,HARLEM RD,WEST SENECA,NY,14224,"{'type': 'Point', 'coordinates': [-78.78612, 42.8667]}",276,18000,,
ERIE,141620,Store,A,716 DELI INC,716 DELI,984,JEFFERSON AVE,BUFFALO,NY,14204,"{'type': 'Point', 'coordinates': [-78.85398, 42.90193]}",300,1200,,
ERIE,141615,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9631,8229,N MAIN ST,EDEN,NY,14057,"{'type': 'Point', 'coordinates': [-78.89002, 42.66317]}",293,10000,,
ERIE,141608,Store,AC,ABDULLA OMAR S,FILLMORE MINI MART,2189,FILLMORE AVE,BUFFALO,NY,14214,"{'type': 'Point', 'coordinates': [-78.83925, 42.93349]}",300,2500,,
ERIE,141600,Store,AC,SHADY MICHAEL,J&M CONVENIENT FD SHOP,2365,WILLIAM ST,CHEEKTOWAGA,NY,14206,"{'type': 'Point', 'coordinates': [-78.78302, 42.88416]}",298,3000,,
ERIE,141575,Store,AC,FEDERAL MARKET CO INC,FEDERAL MEATS,8670,MAIN ST,WILLIAMSVILLE,NY,14221,"{'type': 'Point', 'coordinates': [-78.67068, 42.96603]}",297,5000,,
ERIE,141561,Store,AC,MONTES GROCERY & DELI LLC,MONTES GROCERY&DELI,413,SWAN ST,BUFFALO,NY,14204,"{'type': 'Point', 'coordinates': [-78.86036, 42.8792]}",300,1200,,
ERIE,141546,Store,AC,KATES COUNTRY COUSINS LLC,KATES COUNTRY COUSINS,6148,BROADWAY ####,LANCASTER,NY,14086,"{'type': 'Point', 'coordinates': [-78.61407, 42.89296]}",286,0,,
ERIE,141544,Store,A,FEEL RITE HEALTH FOOD SHOPPES INC,FEEL RITE HEALTH FD SHP,3521,SENECA ST ####,WEST SENECA,NY,14224,"{'type': 'Point', 'coordinates': [-78.77361, 42.82906]}",276,3100,,
ERIE,141534,Store,ABC,TOPS MARKETS LLC,TOPS MARKETS 250,1275,JEFFERSON AVE,BUFFALO,NY,14208,"{'type': 'Point', 'coordinates': [-78.85276, 42.90952]}",300,29000,,
ERIE,141512,Store,AC,MOHAMED AMAR SALEH,LANGFIELD FOOD&MEAT MKT,313,WESTON AVE,BUFFALO,NY,14215,"{'type': 'Point', 'coordinates': [-78.80232, 42.92834]}",300,2500,,
ERIE,141506,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9229,3531,SENECA ST,WEST SENECA,NY,14224,"{'type': 'Point', 'coordinates': [-78.77251, 42.82905]}",276,5000,,
ERIE,141499,Store,AC,S&J&I CORP,GETTY MART,1770,SENECA ST,BUFFALO,NY,14210,"{'type': 'Point', 'coordinates': [-78.81806, 42.86159]}",300,1800,,
ERIE,141494,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8926,5783,CAMP RD,HAMBURG,NY,14075,"{'type': 'Point', 'coordinates': [-78.83503, 42.72969]}",289,6000,,
ERIE,141493,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9228,6000,SOUTH PARK,HAMBURG,NY,14075,"{'type': 'Point', 'coordinates': [-78.82507, 42.73402]}",289,6000,,
ERIE,141491,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8136,93,S ROSSLER AVE,BUFFALO,NY,14206,"{'type': 'Point', 'coordinates': [-78.79339, 42.87568]}",298,5100,,
ERIE,141488,Store,AC,TOPS MARKETS LLC,TOPS MARKET 233,184,CASCADE DR,SPRINGVILLE,NY,14141,"{'type': 'Point', 'coordinates': [-78.6882, 42.50429]}",294,35000,,
ERIE,141478,Store,AC,HEINTZ & WEBER CO INC,WEBERS,150,READING ST,BUFFALO,NY,14220,"{'type': 'Point', 'coordinates': [-78.83042, 42.841]}",300,12500,,
ERIE,141473,Store,AC,TOPS MARKETS LLC,TOPS XPRESS 119,2130,GRAND ISLAND BLVD,GRAND ISLAND,NY,14072,"{'type': 'Point', 'coordinates': [-78.96085, 43.01968]}",290,1200,,
ERIE,141472,Store,AC,TOPS MARKETS LLC,TOPS XPRESS 227,9660,TRANSIT RD,EAST AMHERST,NY,14051,"{'type': 'Point', 'coordinates': [-78.69761, 43.03206]}",304,1500,,
ERIE,141470,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR 5132,438,SOUTH PARK AVE,BUFFALO,NY,14204,"{'type': 'Point', 'coordinates': [-78.86345, 42.87175]}",300,6000,,
ERIE,141469,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8177,942,MCKINLEY PKWY,BUFFALO,NY,14220,"{'type': 'Point', 'coordinates': [-78.82431, 42.85696]}",300,8000,,
ERIE,141468,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8960,230,HOLDEN ST,BUFFALO,NY,14214,"{'type': 'Point', 'coordinates': [-78.83563, 42.93889]}",300,1500,,
ERIE,141460,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9029,1233,ABBOTT RD,LACKAWANNA,NY,14218,"{'type': 'Point', 'coordinates': [-78.80551, 42.83107]}",287,1000,,
ERIE,141459,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9028,338,KENMORE AVE,BUFFALO,NY,14223,"{'type': 'Point', 'coordinates': [-78.83051, 42.95789]}",300,5600,,
ERIE,141439,Store,AC,ORIGINAL FOWLERS CHOCOLATE CO INC,FOWLERS CHOCOLATE,671,MAIN ST #######,EAST AURORA,NY,14052,,,1500,,
ERIE,141432,Store,AC,FACULTY STDNT ASSOC-SUNY BUFF INC,ELLI THE,125,FILLMORE  ##,AMHERST,NY,14261,,,1500,,
ERIE,141428,Store,ABCH,FAMOUS DOUGHNUTS INC,FAMOUS DOUGHNUTS,3043,MAIN ST,BUFFALO,NY,14214,"{'type': 'Point', 'coordinates': [-78.82971, 42.94779]}",300,8000,,
ERIE,141421,Store,ABC,DASH MARKETS INC,DASH MARKETS,499,W KLEIN RD #####,WILLIAMSVILLE,NY,14221,,,52000,,
ERIE,141395,Store,A,ALDI INC,ALDI 74,1820,SHERIDAN DR,BUFFALO,NY,14223,"{'type': 'Point', 'coordinates': [-78.8676, 42.98197]}",278,10000,,
ERIE,141394,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8896,1336,HERTEL AVE,BUFFALO,NY,14216,"{'type': 'Point', 'coordinates': [-78.85843, 42.94774]}",300,5600,,
ERIE,141382,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8488,29,NIAGARA ST ECKERD PLAZA,TONAWANDA,NY,14150,"{'type': 'Point', 'coordinates': [-78.87947, 43.01988]}",280,6000,,
ERIE,141378,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR 4950,1185,GENESEE ST,BUFFALO,NY,14211,"{'type': 'Point', 'coordinates': [-78.83491, 42.90416]}",300,9000,,
ERIE,141371,Store,A,ALDI INC,ALDI 94,3750,MCKINLEY PKWY,BLASDELL,NY,14219,"{'type': 'Point', 'coordinates': [-78.81223, 42.78198]}",289,3100,,
ERIE,141353,Store,ABC,TOPS MARKETS LLC,TOPS 108,3201,SOUTHWESTERN BLVD,ORCHARD PARK,NY,14127,"{'type': 'Point', 'coordinates': [-78.74783, 42.79612]}",282,54000,,
ERIE,141347,Store,AC,MITRI CORP,PALACE OF SWEETS,9400,MAIN ST,CLARENCE,NY,14031,"{'type': 'Point', 'coordinates': [-78.64002, 42.97182]}",297,500,,
ERIE,141344,Store,AC,PRIME STOP INC,PRIME STOP,755,E DELAVAN AVE,BUFFALO,NY,14215,"{'type': 'Point', 'coordinates': [-78.82862, 42.92203]}",300,2500,,
ERIE,141342,Store,A,ALDI INC,ALDI 97,3060,MAIN ST,BUFFALO,NY,14214,"{'type': 'Point', 'coordinates': [-78.82973, 42.94835]}",300,15000,,
ERIE,141340,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR 4665,265,W FERRY,BUFFALO,NY,14213,"{'type': 'Point', 'coordinates': [-78.89175, 42.91465]}",300,7400,,
ERIE,141338,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8366,3372,SHERIDAN DR,AMHERST,NY,14226,"{'type': 'Point', 'coordinates': [-78.80863, 42.98147]}",304,4000,,
ERIE,141333,Store,A,ALAWBALI ABDULLA,BAILEY EXPRESS MARKET,3343,BAILEY AVE,BUFFALO,NY,14215,"{'type': 'Point', 'coordinates': [-78.81371, 42.94603]}",300,1500,,
ERIE,141332,Store,ABC,BJS WHOLESALE CLUB INC,BJS WHOLESALE CLUB 142,5183,TRANSIT RD #######,WILLIAMSVILLE,NY,14221,,,200000,,
ERIE,141306,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8427,315,W FERRY ST,BUFFALO,NY,14213,"{'type': 'Point', 'coordinates': [-78.88914, 42.91531]}",300,6000,,
ERIE,141303,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR 4740,2320,GENESEE ST,CHEEKTOWAGA,NY,14225,"{'type': 'Point', 'coordinates': [-78.79708, 42.91939]}",298,1700,,
ERIE,141295,Store,AC,DARMOGRAI YURI,EURO DELI&GIFTS,4166,UNION RD,CHEEKTOWAGA,NY,14225,"{'type': 'Point', 'coordinates': [-78.75414, 42.92884]}",298,1976,,
ERIE,141292,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8245,2329,MILLERS PORT HWY,GETZVILLE,NY,14068,"{'type': 'Point', 'coordinates': [-78.76967, 43.01327]}",304,6000,,
ERIE,141274,Store,ABC,TOPS MARKETS LLC,TOPS 202,3865,UNION RD,CHEEKTOWAGA,NY,14225,"{'type': 'Point', 'coordinates': [-78.75398, 42.91943]}",298,80500,,
ERIE,141271,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR 4676,782,YOUNG ST ##,TONAWANDA,NY,14150,"{'type': 'Point', 'coordinates': [-78.85743, 43.00329]}",280,10000,,
ERIE,141254,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR 4705,1770,BROADWAY,BUFFALO,NY,14212,"{'type': 'Point', 'coordinates': [-78.80973, 42.89835]}",300,8000,,
ERIE,141244,Store,A,ECKERD CORP,RITE AID 10836,2401,GENESEE ST,CHEEKTOWAGA,NY,14225,"{'type': 'Point', 'coordinates': [-78.79434, 42.91947]}",298,11000,,
ERIE,141241,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE 1793,4236,DELAWARE AVE,TONAWANDA,NY,14150,"{'type': 'Point', 'coordinates': [-78.87551, 42.99982]}",278,1000,,
ERIE,141220,Store,AC,TOPS MARKETS LLC,TOPS XPRESS 220,4779,TRANSIT RD,DEPEW,NY,14043,"{'type': 'Point', 'coordinates': [-78.6948, 42.86955]}",286,800,,
ERIE,141193,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #962,130,THRUWAY PLAZA,CHEEKTOWAGA,NY,14225,"{'type': 'Point', 'coordinates': [-78.77837, 42.90403]}",298,10000,,
ERIE,141188,Store,AC,NIAGARA COUNTY PRODUCE INC,NIAGARA COUNTY PRODUCE,8555,TRANSIT RD,EAST AMHERST,NY,14051,"{'type': 'Point', 'coordinates': [-78.69548, 43.08353]}",297,90000,,
ERIE,141185,Store,A,WALGREEN EASTERN CO INC,WALGREENS 5714,578,DICK RD,DEPEW,NY,14043,"{'type': 'Point', 'coordinates': [-78.73833, 42.91859]}",298,15000,,
ERIE,141181,Store,ABC,TOPS MARKETS LLC,TOPS 212,800,HARLEM RD,WEST SENECA,NY,14224,"{'type': 'Point', 'coordinates': [-78.78873, 42.86703]}",276,56000,,
ERIE,141180,Store,A,RITE AID OF NEW YORK INC,RITE AID 3194,5447,MAIN ST,WILLIAMSVILLE,NY,14221,"{'type': 'Point', 'coordinates': [-78.74998, 42.96175]}",304,5000,,
ERIE,141179,Store,ABC,TOPS MARKETS LLC,TOPS 226,890,YOUNG ST,TONAWANDA,NY,14150,"{'type': 'Point', 'coordinates': [-78.85789, 43.00191]}",280,51000,,
ERIE,141172,Store,AC,CORNER STORE 1 CORP THE,CORNER STORE THE,2050,CLINTON ST,BUFFALO,NY,14206,"{'type': 'Point', 'coordinates': [-78.80077, 42.87193]}",300,2000,,
ERIE,141163,Store,ABC,TOPS MARKETS LLC,TOPS 118,65,GREY ST,EAST AURORA,NY,14052,"{'type': 'Point', 'coordinates': [-78.63201, 42.76674]}",303,55000,,
ERIE,141149,Store,A,ECKERD CORP,RITE AID 10814,2545,MILLERSPORT HWY,GETZVILLE,NY,14068,"{'type': 'Point', 'coordinates': [-78.76666, 43.01628]}",304,10600,,
ERIE,141141,Store,AC,HORRIGAN SONS ROSSLER INC,SAVE A LOT CHEEKTOWAGA,79,S ROSSLER ST,CHEEKTOWAGA,NY,14206,"{'type': 'Point', 'coordinates': [-78.79493, 42.87458]}",298,20000,,
ERIE,141133,Store,AC,BOSTON DELI INC,BOSTON DELI,9375,BOSTON STATE RD #####,BOSTON,NY,14025,,,3200,,
ERIE,141109,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #3949,2213,NIAGARA ST,BUFFALO,NY,14207,"{'type': 'Point', 'coordinates': [-78.9067, 42.94449]}",300,10000,,
ERIE,141108,Store,AC,CONSUMERS BEVERAGES INC,CONSUMERS BEVERAGES,6161,W QUAKER ST,ORCHARD PARK,NY,14127,"{'type': 'Point', 'coordinates': [-78.75463, 42.76379]}",282,6000,,
ERIE,141101,Store,AC,JOSEPH J ENSER INC,ENSER MINI MART,127,MAIN ST,HAMBURG,NY,14075,"{'type': 'Point', 'coordinates': [-78.83407, 42.71622]}",289,1300,,
ERIE,141099,Store,A,WALGREEN EASTERN CO INC,WALGREENS 5592,5275,TRANSIT RD,CLARENCE,NY,14221,"{'type': 'Point', 'coordinates': [-78.69621, 42.98957]}",297,10000,,
ERIE,141089,Store,AC,HOLLY FARM MARKET INC,HOLLY FARM MARKET II,281,E DELAVAN AVE,BUFFALO,NY,14208,"{'type': 'Point', 'coordinates': [-78.84673, 42.922]}",300,2000,,
ERIE,141088,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE 1422,2176,DELAWARE AVE,BUFFALO,NY,14216,"{'type': 'Point', 'coordinates': [-78.86849, 42.94323]}",300,10000,,
ERIE,141082,Store,AC,TARGET CORPORATION,TARGET STORE T-1057,5622,AMANDA LANE,ORCHARD PARK,NY,14127,"{'type': 'Point', 'coordinates': [-78.78377, 42.79199]}",282,150000,,
ERIE,141070,Store,AC,O&A THE CORNER STORE INC,O&A CORNER STORE,257,FOREST AVE,BUFFALO,NY,14213,"{'type': 'Point', 'coordinates': [-78.88904, 42.92776]}",300,4000,,
ERIE,141069,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR 3113,492,GRANT ST,BUFFALO,NY,14213,"{'type': 'Point', 'coordinates': [-78.88972, 42.92742]}",300,7200,,
ERIE,141058,Store,ABC,TOPS MARKETS LLC,TOPS 119,2140,GRAND ISLAND BLVD,GRAND ISLAND,NY,14072,"{'type': 'Point', 'coordinates': [-78.96139, 43.01943]}",290,0,,
ERIE,141057,Store,ABC,TOPS MARKETS LLC,TOPS 239,1740,SHERIDAN DR,BUFFALO,NY,14223,"{'type': 'Point', 'coordinates': [-78.86981, 42.98127]}",278,56000,,
ERIE,141031,Store,A,WALGREEN EASTERN CO INC,WALGREENS 05610,3605,SHERIDAN DR,AMHERST,NY,14226,"{'type': 'Point', 'coordinates': [-78.80008, 42.97922]}",304,12000,,
ERIE,141029,Store,AC,KHANGI GEORGE&DANIEL,BEERZ FOOD SHOP,4906,S BUFFALO ST #######,ORCHARD PARK,NY,14127,,,2000,,
ERIE,141026,Store,A,RITE AID OF NEW YORK INC,RITE AID 1816,845,ABBOTT RD,BUFFALO,NY,14220,"{'type': 'Point', 'coordinates': [-78.80907, 42.84155]}",300,12000,,
ERIE,141019,Store,AC,PHAM TUYEN KIM,PHU THAI ASIAN MARKET,356,CONNECTICUT ST,BUFFALO,NY,14213,"{'type': 'Point', 'coordinates': [-78.88774, 42.90587]}",300,1200,,
ERIE,141006,Store,AC,TARGET CORPORATION,TARGET STORE T-1010,1575,NIAGARA FALLS BLVD,AMHERST,NY,14228,"{'type': 'Point', 'coordinates': [-78.82186, 43.00054]}",304,60000,,
ERIE,140981,Store,AC,KAPOOR NAWAL,7-ELEVEN FD STR 11269F,150,FRENCH RD. ###,CHEEKTOWAGA,NY,14227,"{'type': 'Point', 'coordinates': [-78.74857, 42.86849]}",298,2500,,
ERIE,140979,Store,A,ECKERD CORP,RITE AID 10838,2561,UNION RD,CHEEKTOWAGA,NY,14227,"{'type': 'Point', 'coordinates': [-78.75317, 42.88212]}",298,15000,,
ERIE,140977,Store,AC,ORIGINAL FOWLERS CHOCOLATE CO INC,FOWLERS CHOCOLATE,314,LAKE ST #######,HAMBURG,NY,14075,,,2000,,
ERIE,140974,Store,AC,DELTA SONIC CAR WASH SYSTEMS INC,DELTA SONIC 1811,1355,NIAGARA FALLS BLVD #######,AMHERST,NY,14226,,,3000,,
ERIE,140970,Store,A,RITE AID OF NEW YORK INC,RITE AID 1194,1941,SENECA ST,BUFFALO,NY,14210,"{'type': 'Point', 'coordinates': [-78.81319, 42.858]}",300,12000,,
ERIE,140965,Store,A,RITE AID OF NEW YORK INC,RITE AID 4982,1640,HOPKINS RD,WILLIAMSVILLE,NY,14221,"{'type': 'Point', 'coordinates': [-78.73849, 43.0245]}",304,9000,,
ERIE,140959,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #1423,3859,UNION RD,CHEEKTOWAGA,NY,14225,"{'type': 'Point', 'coordinates': [-78.75129, 42.91902]}",298,14000,,
ERIE,140957,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 01674,3950,UNION RD,CHEEKTOWAGA,NY,14225,"{'type': 'Point', 'coordinates': [-78.75471, 42.92124]}",298,9900,,
ERIE,140955,Store,ABC,TOPS MARKETS LLC,TOPS 131,700,THRUWAY PLAZA DR,CHEEKTOWAGA,NY,14225,"{'type': 'Point', 'coordinates': [-78.78214, 42.9037]}",298,55000,,
ERIE,140938,Store,AC,UNITED REFINING CO OF PA INC,KWIK FILL A0030,4909,S PARK AVE,HAMBURG,NY,14075,"{'type': 'Point', 'coordinates': [-78.82484, 42.76255]}",289,2500,,
ERIE,140937,Store,AC,MUTHANA AREF S,STEFFIES FOOD MARKET,1592,ELMWOOD AVE,BUFFALO,NY,14207,"{'type': 'Point', 'coordinates': [-78.87861, 42.94018]}",300,1000,,
ERIE,140932,Store,ABC,TOPS MARKETS LLC,TOPS 261,12775,BROADWAY,ALDEN,NY,14004,"{'type': 'Point', 'coordinates': [-78.50969, 42.8941]}",305,47700,,
ERIE,140922,Store,ABC,GIFT EXPRESS OF NEW YORK INC,MARKET IN THE SQUARE,940,UNION RD,WEST SENECA,NY,14224,"{'type': 'Point', 'coordinates': [-78.75351, 42.82653]}",276,30000,,
ERIE,140899,Store,AC,HORRIGAN N COLLINS INC,SAVE A LOT 23911 NORTH COLLINS,10833,MAIN ST/RT 62 ###,NORTH COLLINS,NY,14111,"{'type': 'Point', 'coordinates': [-78.94032, 42.58682]}",283,18000,,
ERIE,140884,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR 3197,1234,ABBOTT RD,LACKAWANNA,NY,14218,"{'type': 'Point', 'coordinates': [-78.80461, 42.83084]}",287,6500,,
ERIE,140883,Store,AC,2194 MILLERS PORT INC,MOBIL MART,2206,MILLERSPORT HWY #####,GETZVILLE,NY,14068,,,2500,,
ERIE,140866,Store,AC,ALABBADI MOHAMED,CHARLIES FOOD MART,927,BROADWAY,BUFFALO,NY,14212,"{'type': 'Point', 'coordinates': [-78.84036, 42.8928]}",300,1000,,
ERIE,140865,Store,AC,STEVES MEATS INC,STEVES MEATS,1314,E DELAVAN AVE,BUFFALO,NY,14215,"{'type': 'Point', 'coordinates': [-78.80812, 42.92272]}",300,5000,,
ERIE,140849,Store,A,RITE AID OF NEW YORK INC,RITE AID 4969,3050,UNION RD,ORCHARD PARK,NY,14127,"{'type': 'Point', 'coordinates': [-78.75261, 42.80255]}",282,9600,,
