county,license_number,operation_type,estab_type,entity_name,dba_name,street_number,street_name,city,state,zip_code,georeference,:@computed_region_yamh_8v7k,square_footage,address_line_2,address_line_3
ERIE,140829,Store,ABC,TOPS MARKETS LLC,TOPS 237,6363,TRANSIT RD,DEPEW,NY,14043,"{'type': 'Point', 'coordinates': [-78.69563, 42.93103]}",286,44000,,
ERIE,140825,Store,A,ALDI INC,ALDI 89,4259,TRANSIT RD,WILLIAMSVILLE,NY,14221,"{'type': 'Point', 'coordinates': [-78.69644, 42.96361]}",297,7500,,
ERIE,140804,Store,A,ECKERD CORP,RITE AID 10827,2585,MAIN ST,BUFFALO,NY,14214,"{'type': 'Point', 'coordinates': [-78.84008, 42.93832]}",300,14000,,
ERIE,140803,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR 3125,1909,S PARK AVE,BUFFALO,NY,14220,"{'type': 'Point', 'coordinates': [-78.82399, 42.84665]}",300,5500,,
ERIE,140780,Store,ABC,WEGMANS FOOD MARKETS INC,WEGMANS 82,675,ALBERTA DR,AMHERST,NY,14226,"{'type': 'Point', 'coordinates': [-78.81719, 42.98952]}",304,125000,,
ERIE,140763,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE 1055,2400,SENECA ST,BUFFALO,NY,14210,"{'type': 'Point', 'coordinates': [-78.79903, 42.85059]}",276,5000,,
ERIE,140759,Store,A,RITE AID OF NEW YORK INC,RITE AID 1500,6000,TRANSIT RD,DEPEW,NY,14043,"{'type': 'Point', 'coordinates': [-78.6975, 42.9189]}",298,6000,,
ERIE,140746,Store,AC,CONSUMERS BEVERAGES INC,CONSUMERS BEVERAGES,1825,COMO PARK BLVD,LANCASTER,NY,14086,"{'type': 'Point', 'coordinates': [-78.68351, 42.8925]}",286,8000,,
ERIE,140734,Store,ABC,TARGET CORPORATION,TARGET STORE T-1014,1750,WALDEN AVE,CHEEKTOWAGA,NY,14225,"{'type': 'Point', 'coordinates': [-78.77242, 42.91086]}",298,105000,,
ERIE,140730,Store,ABC,TARGET CORPORATION,TARGET STORE T-1013,2626,DELAWARE AVE,BUFFALO,NY,14216,"{'type': 'Point', 'coordinates': [-78.8737, 42.95582]}",300,117000,,
ERIE,140726,Store,ACD,SAUSAGE MAKER INC THE,SAUSAGE MAKER THE,1500,CLINTON ST BLDG 123,BUFFALO,NY,14206,"{'type': 'Point', 'coordinates': [-78.82138, 42.8726]}",300,10000,,
ERIE,140709,Store,AC,PARK SIDE MINI MART INC,PARKSIDE MARKET,1150-1154,SHERIDAN DR,TONAWANDA,NY,14150,"{'type': 'Point', 'coordinates': [-78.89228, 42.98102]}",278,2500,,
ERIE,140704,Store,A,RITE AID OF NEW YORK INC,RITE AID 1677,476,WILLIAM ST,BUFFALO,NY,14206,"{'type': 'Point', 'coordinates': [-78.8534, 42.88517]}",300,9600,,
ERIE,140701,Store,A,ECKERD CORP,RITE AID 10805,13090,BROADWAY RD,ALDEN,NY,14004,"{'type': 'Point', 'coordinates': [-78.50051, 42.89931]}",305,17000,,
ERIE,140698,Store,A,RITE AID OF NEW YORK INC,RITE AID 2448,1070,GENESEE ST,BUFFALO,NY,14211,"{'type': 'Point', 'coordinates': [-78.83847, 42.90268]}",300,11000,,
ERIE,140693,Store,AC,COUNTRY FAIR INC,COUNTRY FAIR 79,21,S CASCADE DR,SPRINGVILLE,NY,14141,"{'type': 'Point', 'coordinates': [-78.69016, 42.50901]}",294,5000,,
ERIE,140687,Store,AC,ORIGINAL FOWLERS CHOCOLATE CO INC,FOWLERS CHOCOLATE,2468,NIAGARA FALLS BLVD #######,TONAWANDA,NY,14150,,,2800,,
ERIE,140671,Store,ABC,WEGMANS FOOD MARKETS INC,WEGMANS 91,601,AMHERST ST,BUFFALO,NY,14207,"{'type': 'Point', 'coordinates': [-78.88237, 42.93913]}",300,98000,,
ERIE,140659,Store,AC,DERBY MEATS INC,HOELSCHERS SOUTHTOWN MT,5952,CAMP RD,HAMBURG,NY,14075,"{'type': 'Point', 'coordinates': [-78.83872, 42.72582]}",289,3000,,
ERIE,140643,Store,AC,SLOAN SUPER MARKET INC,SLOAN SUPER MARKET,494,REIMAN ST,BUFFALO,NY,14212,"{'type': 'Point', 'coordinates': [-78.79067, 42.89569]}",298,4800,,
ERIE,140641,Store,AC,DYSTER REBECCA A&PAUL A,NIAGARA TRADITION,1296,SHERIDAN DR,KENMORE,NY,14217,"{'type': 'Point', 'coordinates': [-78.88626, 42.98114]}",278,2200,,
ERIE,140616,Store,AC,TARGET CORPORATION,TARGET STORE T-1011,8290,TRANSIT RD,WILLIAMSVILLE,NY,14221,"{'type': 'Point', 'coordinates': [-78.69842, 42.99458]}",304,95000,,
ERIE,140613,Store,ABC,PIXLEY BELLS SUPERMARKET INC,SHURFINE FOOD MARKET,81,BUELL ST,AKRON,NY,14001,"{'type': 'Point', 'coordinates': [-78.50385, 43.01278]}",284,26000,,
ERIE,140611,Store,ABC,TOPS MARKETS LLC,TOPS 49,355,ORCHARD PARK RD,WEST SENECA,NY,14224,"{'type': 'Point', 'coordinates': [-78.78398, 42.83163]}",276,92000,,
ERIE,140609,Store,ACH,CAMELLIA GENERAL PROVISION CO INC,CAMELLIA FOODS,1333,GENESEE ST,BUFFALO,NY,14211,"{'type': 'Point', 'coordinates': [-78.82994, 42.90587]}",300,1500,,
ERIE,140592,Store,A,RITE AID OF NEW YORK INC,RITE AID 3838,40,W MAIN ST,SPRINGVILLE,NY,14141,"{'type': 'Point', 'coordinates': [-78.66883, 42.50858]}",294,12000,,
ERIE,140586,Store,AC,ALS CORNER STORE INC,ALS CORNER STORE,2894,ELMWOOD AVE,KENMORE,NY,14217,"{'type': 'Point', 'coordinates': [-78.87902, 42.97616]}",278,3000,,
ERIE,140585,Store,A,WALGREEN EASTERN CO INC,WALGREENS 03857,3488,MAIN ST,BUFFALO,NY,14214,"{'type': 'Point', 'coordinates': [-78.81916, 42.95724]}",300,10000,,
ERIE,140582,Store,A,WALGREEN EASTERN CO INC,WALGREENS 03859,4815,BROADWAY,DEPEW,NY,14043,"{'type': 'Point', 'coordinates': [-78.69639, 42.90152]}",286,20000,,
ERIE,140572,Store,A,WALGREEN EASTERN CO INC,WALGREENS 03267,2043,KENSINGTON AVE,AMHERST,NY,14226,"{'type': 'Point', 'coordinates': [-78.7832, 42.94998]}",304,12000,,
ERIE,140571,Store,A,WALGREEN EASTERN CO INC,WALGREENS 03897,10,YOUNG ST,TONAWANDA,NY,14150,"{'type': 'Point', 'coordinates': [-78.87593, 43.01973]}",280,13905,,
ERIE,140556,Store,ABC,TOPS MARKETS LLC,TOPS 228,150,NIAGARA ST,TONAWANDA,NY,14150,"{'type': 'Point', 'coordinates': [-78.88397, 43.02027]}",280,67000,,
ERIE,140554,Store,AC,PARKSIDE CANDY CO INC,PARKSIDE CANDY,1949,COLVIN BLVD,TONAWANDA,NY,14150,"{'type': 'Point', 'coordinates': [-78.85242, 42.99099]}",278,1200,,
ERIE,140540,Store,AC,GG HOLDINGS INC,GRANTS VARIETY SHOPPE,1055,E FERRY ST####,BUFFALO,NY,14211,"{'type': 'Point', 'coordinates': [-78.82494, 42.91447]}",300,1500,,
ERIE,140529,Store,AC,FEEL RITE NATURAL FOOD SHOPPES INC,FEEL RITE FRESH MARKET,5425,TRANSIT RD ###,WILLIAMSVILLE,NY,14221,"{'type': 'Point', 'coordinates': [-78.69591, 42.9956]}",297,3000,,
ERIE,140519,Store,ABC,WEGMANS FOOD MARKETS INC,WEGMANS 90,8270,TRANSIT RD,WILLIAMSVILLE,NY,14221,"{'type': 'Point', 'coordinates': [-78.69845, 42.99358]}",304,86000,,
ERIE,140510,Store,ABC,TOPS MARKETS LLC,TOPS 227,9660,TRANSIT RD,EAST AMHERST,NY,14051,"{'type': 'Point', 'coordinates': [-78.69761, 43.03206]}",304,77000,,
ERIE,140497,Store,A,WALGREEN EASTERN CO INC,WALGREENS 3257,1328,ABBOTT RD,LACKAWANNA,NY,14218,"{'type': 'Point', 'coordinates': [-78.804, 42.82856]}",287,20000,,
ERIE,140494,Store,A,ECKERD CORP,RITE AID 10822,2330,NIAGARA FALLS BLVD,TONWANDA,NY,14150,"{'type': 'Point', 'coordinates': [-78.82287, 43.0177]}",278,14500,,
ERIE,140482,Store,AC,WATSONS CANDIES INC,WATSONS CANDIES,9368,TRANSIT RD,EAST AMHERST,NY,14051,"{'type': 'Point', 'coordinates': [-78.69764, 43.02439]}",304,1000,,
ERIE,140457,Store,AC,WEGMANS FOOD MARKETS INC,WEGMANS 89,370,ORCHARD PARK RD,WEST SENECA,NY,14224,"{'type': 'Point', 'coordinates': [-78.78368, 42.83466]}",276,99700,,
ERIE,140438,Store,AC,HORVATHS WOODLAWN MOBIL INC,MOBIL MART HORVATHS WDL,3326,LAKESHORE RD,BLASDELL,NY,14219,"{'type': 'Point', 'coordinates': [-78.84684, 42.79544]}",289,2000,,
ERIE,140427,Store,ACHD,SCHNEIDERS FISH&SEAFOOD CORP,SCHNEIDERS SEAFOOD & MEATS,2150,OLD UNION RD,CHEEKTOWAGA,NY,14227,"{'type': 'Point', 'coordinates': [-78.75857, 42.87057]}",298,24500,,
ERIE,140424,Store,AC,KING CONDRELLS INC,KING CONDRELL'S ICE CREAM & CANDY,2805,DELAWARE AVE  #####,KENMORE,NY,14217,,,5000,,
ERIE,140417,Store,AC,ABDULLA MOHAMED,MEDITERRANEAN IMPORTS,162,WILKESBARRE AVE,LACKAWANNA,NY,14218,"{'type': 'Point', 'coordinates': [-78.84336, 42.82257]}",287,1200,,
ERIE,140403,Store,AC,SALEH KHALEEL G,ARND THE CLOCK EXPRS MT,1421,MAIN ST,BUFFALO,NY,14209,"{'type': 'Point', 'coordinates': [-78.86553, 42.91256]}",300,1500,,
ERIE,140399,Store,A,RITE AID OF NEW YORK INC,RITE AID 497,350,NIAGARA ST,BUFFALO,NY,14201,"{'type': 'Point', 'coordinates': [-78.88546, 42.89377]}",300,10000,,
ERIE,140396,Store,A,RITE AID DRUG PALACE INC,RITE AID PHARMACY 00763,4220,DELAWARE AVE,TONAWANDA,NY,14150,"{'type': 'Point', 'coordinates': [-78.87544, 42.99928]}",278,25000,DEL-TON PLAZA,
ERIE,140366,Store,ACH,WENDELS POULTRY FARM LLC,WENDELS POULTRY FARM,12446,VAUGHN ST,EAST CONCORD,NY,14055,"{'type': 'Point', 'coordinates': [-78.64072, 42.53858]}",294,1500,,
ERIE,140360,Store,ABC,WAL-MART STORES EAST LP,WAL-MART SUPER CTR 2355,5033,TRANSIT RD,WILLIAMSVILLE,NY,14221,"{'type': 'Point', 'coordinates': [-78.693806, 42.98321]}",297,195000,,
ERIE,140352,Store,ABC,FEDERAL MARKET CO INC,FEDERAL MEATS,5479,SHERIDAN DR,WILLIAMSVILLE,NY,14221,"{'type': 'Point', 'coordinates': [-78.73185, 42.97848]}",304,2000,,
ERIE,140347,Store,AC,WHITE ARROW SERVICE STATIONS INC,JIMS TRUCK PLAZA,2125,WALDEN AVE,CHEEKTOWAGA,NY,14225,"{'type': 'Point', 'coordinates': [-78.75758, 42.90711]}",298,5000,,
ERIE,140346,Store,A,ECKERD CORP,RITE AID 10810,6939,ERIE RD,DERBY,NY,14047,"{'type': 'Point', 'coordinates': [-78.9885, 42.69666]}",291,2500,,
ERIE,140344,Store,A,WALGREEN EASTERN CO INC,WALGREENS 3288,650,DELAWARE AVE,BUFFALO,NY,14202,"{'type': 'Point', 'coordinates': [-78.87317, 42.90179]}",300,5000,,
ERIE,140341,Store,AC,OBSIDO AAA INC,SUNOCO A PLUS,1390,DELAWARE AVE,BUFFALO,NY,14209,"{'type': 'Point', 'coordinates': [-78.86781, 42.92228]}",300,1400,,
ERIE,140325,Store,A,RITE AID OF NEW YORK INC,RITE AID 3856,2865,ELMWOOD AVE,KENMORE,NY,14217,"{'type': 'Point', 'coordinates': [-78.87825, 42.9755]}",278,10200,,
ERIE,140242,Store,A,WALGREEN EASTERN CO INC,WALGREENS #3290,1556,HERTEL AVE,BUFFALO,NY,14216,"{'type': 'Point', 'coordinates': [-78.85084, 42.94779]}",300,10000,,
ERIE,140240,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR 2160,1459,KENSINGTON AVE,BUFFALO,NY,14215,"{'type': 'Point', 'coordinates': [-78.80251, 42.94211]}",300,12000,,
ERIE,140229,Store,AC,ORIGINAL FOWLERS CHOCOLATE CO INC,FOWLERS CHOCOLATE,2563,UNION RD SUITE 100 #######,CHEEKTOWAGA,NY,14227,,,2300,,
ERIE,140214,Store,ABC,WAL-MART STORES EAST LP,WAL-MART 2164,317,S CASCADE DR,SPRINGVILLE,NY,14141,"{'type': 'Point', 'coordinates': [-78.69248, 42.50081]}",294,152530,,
ERIE,140211,Store,AC,CONSUMERS BEVERAGES INC,CONSUMERS BEVERAGES,1291,HARLEM RD,CHEEKTOWAGA,NY,14206,"{'type': 'Point', 'coordinates': [-78.78457, 42.87769]}",298,2000,,
ERIE,140206,Store,ABC,WEGMANS FOOD MARKETS INC,WEGMANS 87,4960,TRANSIT RD,DEPEW,NY,14043,"{'type': 'Point', 'coordinates': [-78.69691, 42.88295]}",286,103000,,
ERIE,140203,Store,A,WALGREEN EASTERN CO INC,WALGREENS #3270,2601,SHERIDAN DR,TONAWANDA,NY,14150,"{'type': 'Point', 'coordinates': [-78.83686, 42.98055]}",278,10000,,
ERIE,140172,Store,AC,PERSAUDS HIMANSU MOBIL INC,MOBIL MART PERSAUDS,2050,SHERIDAN DR,TONAWANDA,NY,14223,"{'type': 'Point', 'coordinates': [-78.85799, 42.9812]}",278,1000,,
ERIE,140171,Store,AC,ORIGINAL FOWLERS CHOCOLATE CO INC,FOWLERS CHOCOLATE,100,RIVER ROCK DR #######,BUFFALO,NY,14207,,,11000,,
ERIE,140170,Store,AC,WOODLAWN DELI INC,WOODLAWN DELI,3306,LAKESHORE RD,BLASDELL,NY,14219,"{'type': 'Point', 'coordinates': [-78.84687, 42.79628]}",289,3200,,
ERIE,140165,Store,ABC,CRAFTS&CREATIONS INC,KENYONS VARIETY,9700,TRANSIT RD,EAST AMHERST,NY,14051,"{'type': 'Point', 'coordinates': [-78.69779, 43.0339]}",304,3000,,
ERIE,140137,Store,A,RITE AID OF NEW YORK INC,RITE AID 4672,9062,ERIE RD,ANGOLA,NY,14006,"{'type': 'Point', 'coordinates': [-79.04919, 42.63794]}",291,2500,,
ERIE,140126,Store,ABHK,COSTANZOS BAKERY LLC,COSTANZOS BAKERY,30,INNSBRUCK DR,CHEEKTOWAGA,NY,14227,"{'type': 'Point', 'coordinates': [-78.75182, 42.87406]}",298,104000,,
ERIE,140124,Store,A,ALDI INC,ALDI 85,1685,WALDEN AVE,CHEEKTOWAGA,NY,14225,"{'type': 'Point', 'coordinates': [-78.77482, 42.90635]}",298,17000,,
ERIE,140115,Store,AC,BLUE MOUNTAIN COFFEES INC,BLUE MOUNTAIN COFFEES,509,ELMWOOD AVE,BUFFALO,NY,14222,"{'type': 'Point', 'coordinates': [-78.8771, 42.91094]}",300,2000,,
ERIE,140111,Store,AC,PEPPERMINT FARMS INC,PEPPERMINT FARMS,7431,SENECA ST #####,EAST AURORA,NY,14052,,,1200,,
ERIE,140105,Store,AC,BAUER SERVICE INC,BAUER SERVICE,4298,S BUFFALO ST,ORCHARD PARK,NY,14127,"{'type': 'Point', 'coordinates': [-78.74451, 42.76634]}",282,1000,,
ERIE,140084,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03411,60,CENTRAL AVE,LANCASTER,NY,14086,"{'type': 'Point', 'coordinates': [-78.67113, 42.90266]}",286,12000,,
ERIE,140067,Store,A,RITE AID OF NEW YORK INC,RITE AID 3521,1410,DELAWARE AVE,BUFFALO,NY,14209,"{'type': 'Point', 'coordinates': [-78.86768, 42.92257]}",300,6000,,
ERIE,140052,Store,AC,ALAHRAG AHMED ALI,ALS SHORT STOP GROCERY,2717,S PARK AVE,LACKAWANNA,NY,14218,"{'type': 'Point', 'coordinates': [-78.82402, 42.82613]}",287,6000,,
ERIE,140051,Store,AC,CONSUMERS BEVERAGES INC,CONSUMERS BEVERAGES,5755,MAELOU DR,HAMBURG,NY,14075,"{'type': 'Point', 'coordinates': [-78.834, 42.73107]}",289,2500,,
ERIE,140027,Store,AC,M&BS GROUP INC,APLUS - MINI MARKET,4401,UNION RD,CHEEKTOWAGA,NY,14225,"{'type': 'Point', 'coordinates': [-78.75365, 42.93314]}",298,1500,,
DUTCHESS,136222,Store,AC,QUATTROCIOCCHI CARMELLA,QUATTRO FARM STORE,2215,RT 44    #####,PLEASANT VALLEY,NY,12569,,,2500,,
DUTCHESS,136200,Store,AC,STEWARTS SHOPS CORP,STEWARTS SHOP 302,1200,DUTCHESS TNPK,POUGHKEEPSIE,NY,12603,"{'type': 'Point', 'coordinates': [-73.84697, 41.72177]}",587,2400,,
DUTCHESS,136162,Store,ABC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 129,2585,SOUTH RD HUDSON PLAZA #######,POUGHKEEPSIE,NY,12601,,,64500,,
DUTCHESS,136155,Store,ABC,SAMS EAST INC,SAMS CLUB 6356,56,W MERRITT BLVD,FISHKILL,NY,12524,"{'type': 'Point', 'coordinates': [-73.89962, 41.52856]}",596,133000,,
DUTCHESS,136146,Store,ABC,BJS WHOLESALE CLUB INC,BJS WHOLESALE CLUB 53,1404,RT 9 #######,WAPPINGERS FALLS,NY,12590,,,104000,,
DUTCHESS,136145,Store,AC,COUNTRY CORNERS DELI&GROCERY INC,COUNTRY CORNERS DELI,4,COOKINGHAM RD #######,POUGHKEEPSIE,NY,12601,,,2250,,
DUTCHESS,136117,Store,AC,STEWARTS SHOPS CORP,STEWARTS SHOP 326,7243,SOUTH BROADWAY,RED HOOK,NY,12571,"{'type': 'Point', 'coordinates': [-73.88311, 41.98023]}",586,2400,,
DUTCHESS,136116,Store,AC,STEWARTS SHOPS CORP,STEWARTS SHOP 329,7710,S MAIN ST PO BOX 109,PINE PLAINS,NY,12567,"{'type': 'Point', 'coordinates': [-73.65516, 41.97218]}",590,2400,,
DUTCHESS,136014,Store,AC,EAST FISHKILL PROVISIONS INC,EAST FISHKILL PROVISION,2449,RT 52,HOPEWELL JUNCTION,NY,12533,"{'type': 'Point', 'coordinates': [-73.79707, 41.55386]}",597,2000,,
DUTCHESS,135984,Store,AC,CHESTNUT MART OF POUGHK INC,MOBIL ON THE RUN,2605,SOUTH RD #####,POUGHKEEPSIE,NY,12601,,,3000,,
DUTCHESS,135967,Store,AC,STEWARTS SHOPS CORP,STEWARTS SHOP 306,85,CREEK RD,POUGHKEEPSIE,NY,12601,"{'type': 'Point', 'coordinates': [-73.90464, 41.72047]}",587,2250,,
DUTCHESS,135810,Store,A,HAYDEES MARKET INC,HAYDEES MARKET,92,PERSHING AVE,POUGHKEEPSIE,NY,12601,"{'type': 'Point', 'coordinates': [-73.91244, 41.70381]}",588,900,,
DUTCHESS,135806,Store,AC,TROMBINI GARY J,GARYS DAIRY&DELI,3226,RT 9G #####,RHINEBECK,NY,12572,,,2000,,
DUTCHESS,135749,Store,AC,VINNYS DELI&PASTA INC,VINNYS DELI&PASTA,1,ALBERMAE CT&14 E MAIN ST,PAWLING,NY,12564,"{'type': 'Point', 'coordinates': [-73.60123, 41.56132]}",591,1800,,
DUTCHESS,135544,Store,AC,CUMBERLAND FARMS INC,CUMBERLAND FARMS 1611,2447,RT 55 #######,HOPEWELL JUNCTION,NY,12533,,,4200,(RT 55 & CLOVE RD),
DUTCHESS,135448,Store,AC,CUMBERLAND FARMS INC,CUMBERLAND FARMS 1593,3339,ROUTE 343###,AMENIA,NY,12501,"{'type': 'Point', 'coordinates': [-73.55331, 41.85061]}",602,2500,PO BOX 546,
DUTCHESS,135447,Store,AC,CUMBERLAND FARMS INC,CUMBERLAND FARMS 1594,3205,MAIN ST #######,DOVER PLAINS,NY,12522,,,2500,PO BOX 289,
DUTCHESS,135412,Store,AC,BAISLEY JON JAY,CHANNINGVILLE DELI,23,CHANNINGVILLE ROAD,WAPPINGERS FALLS,NY,12590,"{'type': 'Point', 'coordinates': [-73.94013, 41.59276]}",587,1800,,
DUTCHESS,135303,Store,AC,WILLIAM PECK & SON INC,PECKS MARKET,RT 199,EAST CHURCH ST ####,PINE PLAINS,NY,12567,,,6800,,
DUTCHESS,135272,Store,AC,RHINEBECK CONVENIENCE STORES INC,RHINEBECK CONVENIENCE STORE VILLAGE,142,E MARKET ST #####,RHINEBECK,NY,12572,,,1800,,
DUTCHESS,135263,Store,AC,STEWARTS SHOPS CORP,STEWARTS SHOP 121,7558,NORTH BROADWAY,RED HOOK,NY,12571,"{'type': 'Point', 'coordinates': [-73.87442, 41.99699]}",586,3500,,
DUTCHESS,135032,Store,AC,CUMBERLAND FARMS INC,CUMBERLAND FARMS 1525,97,MAIN ST ###,MILLERTON,NY,12546,"{'type': 'Point', 'coordinates': [-73.5056, 41.95325]}",592,2500,PO BOX 230,
DUTCHESS,131159,Store,AC,INNIS AVENUE KWIK MART INC,INNIIS AVENUE KWIK MART,252,INNIS AVE,POUGHKEEPSIE,NY,12603,"{'type': 'Point', 'coordinates': [-73.90221, 41.71428]}",587,1200,,
DUTCHESS,131156,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13879,3338,E MAIN ST NY 343,AMENIA,NY,12501,"{'type': 'Point', 'coordinates': [-73.55321, 41.85]}",602,7600,,
DUTCHESS,131153,Store,AC,HOPEWELL MART INC,HOPEWELL MART,854,RT 82 #######,HOPEWELL JUNCTION,NY,12533,,,1000,,
DUTCHESS,131144,Store,AC,DIMPYS FOOD MART & DELI INC,DIMPYS FOOD MART & DELI,401,VASSAR RD,POUGHKEEPSIE,NY,12603,"{'type': 'Point', 'coordinates': [-73.89082, 41.63364]}",587,1000,,
DUTCHESS,131142,Store,AC,9G FOOD MART DELI INC,DEERVIEW DELI MART,1915,RT 9G,STAATSBURG,NY,12580,"{'type': 'Point', 'coordinates': [-73.89812, 41.84333]}",595,1400,,
DUTCHESS,131136,Store,A,WALGREEN EASTERN CO INC,WALGREENS #12633,827,DUTCHESS TPKE,POUGHKEEPSIE,NY,12603,"{'type': 'Point', 'coordinates': [-73.87204, 41.70259]}",587,15000,,
DUTCHESS,131135,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13402,1475,"ROUTE 9D, STE A1-5",WAPPINGERS FALLS,NY,12590,"{'type': 'Point', 'coordinates': [-73.96506, 41.52739]}",596,9090,,
DUTCHESS,131131,Store,AC,ADAMS FAIRACRE FARMS INC,ADAMS FAIRACRE FARMS,160,OLD POST RD ####,WAPPINGER,NY,12590,"{'type': 'Point', 'coordinates': [-73.90735, 41.5732]}",604,48000,,
DUTCHESS,131116,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 13147,31,RT 22,PAWLING,NY,12564,"{'type': 'Point', 'coordinates': [-73.58785, 41.52631]}",591,9000,,
DUTCHESS,131102,Store,AC,POUGHKEEPSIE SUPERMARKET CORP,MARKET FRESH,690,MAIN ST,POUGHKEEPSIE,NY,12601,"{'type': 'Point', 'coordinates': [-73.91013, 41.69749]}",588,50000,,
DUTCHESS,131099,Store,A,CHESTNUT MARTS INC,CM-3480 NORTH RD,3480,NORTH RD #######,POUGHKEEPSIE,NY,12601,,,3500,,
DUTCHESS,131098,Store,AC,CHESTNUT MARTS INC,CM - 10 MERRITT BLVD,10,W MERRITT BLVD #######,FISHKILL,NY,12524,,,2000,,
DUTCHESS,131091,Store,AC,GOURMETIBLES LLC,CHOCOLATE STUDIO,496,MAIN ST,BEACON,NY,12508,"{'type': 'Point', 'coordinates': [-73.96367, 41.50196]}",601,700,,
DUTCHESS,131085,Store,AC,ARYA GASOLINE INC,ARYA GASOLINE,55,WASHINGTON ST,POUGHKEEPSIE,NY,12601,"{'type': 'Point', 'coordinates': [-73.92843, 41.70735]}",588,1800,,
DUTCHESS,131083,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12739,3,MAGGIOCOMO LN UNIT 1A,PLEASANT VALLEY,NY,12569,"{'type': 'Point', 'coordinates': [-73.82387, 41.74353]}",589,6000,,
DUTCHESS,131082,Store,AC,UDHA INC,CITGO GAS,1528,RT 52,FISHKILL,NY,12524,"{'type': 'Point', 'coordinates': [-73.87571, 41.54359]}",596,2000,,
DUTCHESS,131080,Store,AC,SANGHERA ENTERPRISE INC,OSBORNE DELI,117,OSBORNE HILL RD,FISHKILL,NY,12524,"{'type': 'Point', 'coordinates': [-73.91469, 41.5511]}",596,1500,,
DUTCHESS,131072,Store,AC,MAXIMO POK INC,MY MARKET II,53,RAYMOND AVE #######,POUGHKEEPSIE,NY,12603,,,2200,,
DUTCHESS,131067,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12419,1671,RT 9,WAPPINGERS FALLS,NY,12590,"{'type': 'Point', 'coordinates': [-73.91281, 41.60357]}",604,10000,,
DUTCHESS,131062,Store,AC,DELFORNOS MARKET PLACE INC,DELFORNOS MARKET PLACE,250,HOOKER AVE SUITE 4,POUGHKEEPSIE,NY,12603,"{'type': 'Point', 'coordinates': [-73.91108, 41.68649]}",588,2000,,
DUTCHESS,131049,Store,AC,MARONAS MARKET INC,MARONAS MARKET,32,FRONT STREET ####,MILLBROOK,NY,12545,"{'type': 'Point', 'coordinates': [-73.69558, 41.78469]}",603,5000,,
DUTCHESS,131042,Store,A,WALGREEN EASTERN CO INC,WALGREENS #12158,1575,ROUTE 9,WAPPINGERS FALLS,NY,12590,"{'type': 'Point', 'coordinates': [-73.91209, 41.59652]}",604,13073,,
DUTCHESS,131034,Store,AC,RHINEBECK FOOD&GASOLINE INC,RHINEBECK COUNTRY MARKET,3904,RT 9G,RHINEBECK,NY,12572,"{'type': 'Point', 'coordinates': [-73.90802, 41.97387]}",607,1200,,
DUTCHESS,131028,Store,A,BIG LOTS STORES LLC,BIG LOTS #1396,1574,ROUTE 9,WAPPINGERS FALLS,NY,12590,"{'type': 'Point', 'coordinates': [-73.90891, 41.59798]}",604,27000,,
DUTCHESS,131024,Store,AC,KALKAL INC,PETES CONVENIENCE &DELI,232,MYERS CORNERS RD,WAPPINGERS FALLS,NY,12590,"{'type': 'Point', 'coordinates': [-73.86751, 41.60661]}",604,2500,,
DUTCHESS,131021,Store,A,WALGREEN EASTERN CO INC,WALGREENS #11961,704,FREEDOM PLAINS RD STE A1,POUGHKEEPSIE,NY,12603,"{'type': 'Point', 'coordinates': [-73.83934, 41.66886]}",594,13000,,
DUTCHESS,131009,Store,AC,RED HOOK NATURAL FOODS INC,RED HOOK MARKET,7478,S BROADWAY,RED HOOK,NY,12571,"{'type': 'Point', 'coordinates': [-73.87578, 41.99438]}",586,3000,,
DUTCHESS,130985,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #3735,1925,SOUTH RD,POUGHKEEPSIE,NY,12601,"{'type': 'Point', 'coordinates': [-73.91801, 41.62036]}",587,11000,,
DUTCHESS,130982,Store,AC,SHAH GASOLINE INC,STOP N GO FOOD&GAS,190,INNIS AVE,POUGHKEEPSIE,NY,12601,"{'type': 'Point', 'coordinates': [-73.90319, 41.70962]}",587,3500,,
DUTCHESS,130969,Store,ACK,MID-HUDSON ASIAN MARKET CORP,MID-HUDSON ASIAN MARKET,1554,RT 9,WAPPINGERS FALLS,NY,12590,"{'type': 'Point', 'coordinates': [-73.90961, 41.5951]}",604,3000,,
DUTCHESS,130963,Store,AC,ALAMEDA MEAT CORP,KEY FOOD 1482,268,MAIN ST,BEACON,NY,12508,"{'type': 'Point', 'coordinates': [-73.97175, 41.50631]}",601,15000,,
