Record ID,store_name,Store Type,Street Number,Street Name,Additional Address,city,state,Zip Code,Zip4,County,latitude,longitude,Authorization Date,End Date
751347,Aldus Fruit & Meat Market  ,Small Grocery Store,953-75,Aldus St, ,Bronx,NY,10459, ,BRONX,40.82319,-73.89074,5/5/2005,5/20/2007
773329,Alex Grocery Inc  ,Small Grocery Store,1114,Westchester Ave, ,Bronx,NY,10459,2505,BRONX,40.82552,-73.89021,2/3/2006,5/7/2007
1395758,Alexis Deli & Grocery  ,Convenience Store,945,Aldus St,,Bronx,NY,10459,3512,BRONX,40.82312,-73.89143,3/11/2020,12/21/2022
873880,Ali Baba Gourmet Deli Corp  ,Medium Grocery Store,703,Southern Blvd, ,Bronx,NY,10455,2105,BRONX,40.81362,-73.89912,12/12/2008,4/6/2010
918966,Aljaned Middle Eastern Supermarket Corp  ,Small Grocery Store,976,Intervale Ave, ,Bronx,NY,10459,3103,BRONX,40.82251,-73.89684,10/27/2009,9/7/2011
374526,ALMANZAR GROCERY & FOOD CORP  ,Convenience Store,854,Intervale Ave,Frnt A,Bronx,NY,10459,5118,BRONX,40.81799,-73.89557,6/8/1995,5/17/2018
374526,ALMANZAR GROCERY & FOOD CORP  ,Convenience Store,854,Intervale Ave,Frnt A,Bronx,NY,10459,5118,BRONX,40.81799,-73.89557,7/17/2018, 
926380,Alnabil 83 Deli Grocery Inc  ,Convenience Store,900,Hoe Ave, ,Bronx,NY,10459,3657,BRONX,40.82135,-73.89024,1/28/2010,9/24/2019
929289,Amelia Grocery Store Inc  ,Small Grocery Store,954,Prospect Ave, ,Bronx,NY,10459,2941,BRONX,40.82255,-73.90039,1/5/2010,7/17/2016
973797,American 99 Of Southern Blvd.  ,Convenience Store,561B,Southern Blvd, ,Bronx,NY,10455,3762,BRONX,40.8124,-73.90337,10/19/2010,3/18/2013
1060037,Angel Vila - Simpson Street Fruit Market GC  ,Fruits/Veg Specialty,1000,Simpson St, ,Bronx,NY,10459,2443,BRONX,40.82331,-73.89285,11/21/2012,3/12/2014
451624,ANTHONY'S SUPERMARKET  ,Small Grocery Store,1218,Westchester Ave, ,Bronx,NY,10459,2506,BRONX,40.82606,-73.88909,5/11/1999,2/9/2011
1269630,Antillana Fresh Meat Market  ,Large Grocery Store,1025,Westchester Ave, ,Bronx,NY,10459,3311,BRONX,40.82405,-73.89321,2/16/2017, 
455068,ANTONIO BAEZ GROCERY STORE  ,Convenience Store,796,Southern Blvd, ,Bronx,NY,10455,2115,BRONX,40.81613,-73.89637,8/5/1999,6/24/2013
1110027,Antonio Hernandez GREEN CART  ,Fruits/Veg Specialty,1018,Southern Blvd, ,Bronx,NY,10459,3426,BRONX,40.82359,-73.89176,9/11/2013,5/5/2015
784612,Asociados Meat Market Inc  ,Medium Grocery Store,1025,Westchester Ave, ,Bronx,NY,10459,3311,BRONX,40.82417,-73.89302,5/11/2006,12/21/2016
452248,B & ME FOOD CORP  ,Super Store,1050,Westchester Ave, ,Bronx,NY,10459,2410,BRONX,40.82492,-73.89136,8/29/1996, 
953344,BARRETO DELI & GROCERY STORE INC  ,Small Grocery Store,922,BARRETO STREET, ,BRONX,NY,10459,4438,BRONX,40.81957,-73.89333,6/1/2010,12/28/2014
753794,Bashar Deli Grocery  ,Small Grocery Store,1126,Westchester Ave, ,Bronx,NY,10459,2505,BRONX,40.82568,-73.8899,5/31/2005,10/15/2008
799365,BELLA GROCERY  ,Small Grocery Store,671,kelly st, ,BRONX,NY,10455, ,BRONX,40.8154,-73.90233,7/24/2009,3/12/2014
1490289,Berakah Foods  ,Combination Grocery/Other,1240,Randall Ave,,Bronx,NY,10474,6409,BRONX,40.81172,-73.88817,2/24/2022, 
535940,BERENICE GROCERY INC  ,Small Grocery Store,831,Dawson St, ,Bronx,NY,10459,4112,BRONX,40.81867,-73.89883,1/12/1999,3/12/2009
1156873,Best 99 & Up Store Inc.  ,Small Grocery Store,1041,E 163rd St, ,Bronx,NY,10459,4510,BRONX,40.82102,-73.89133,12/17/2014,5/12/2021
1203142,Best African Market  ,Small Grocery Store,946,Prospect Ave, ,Bronx,NY,10459,2904,BRONX,40.82254,-73.90039,7/20/2015,4/13/2017
1172538,Best African Market Corp 1,Small Grocery Store,946,Prospect Ave, ,Bronx,NY,10459,2904,BRONX,40.82254,-73.90039,1/6/2015,5/27/2015
1431275,Best Day & Night Deli Grocery Corp. n/a,Convenience Store,1017,Leggett Ave,,Bronx,NY,10455,2012,BRONX,40.81421,-73.89952,3/5/2021,6/5/2022
1137099,Black Deli Grocery Corp.  ,Small Grocery Store,1026,Prospect Ave, ,Bronx,NY,10459,2714,BRONX,40.82435,-73.89965,6/6/2014,8/14/2018
1196619,Blazing Deals LLC  ,Convenience Store,986,Southern Blvd, ,Bronx,NY,10459,3402,BRONX,40.8226,-73.89171,7/15/2015,7/2/2017
748058,Bob's Dollar Mart LLC  ,Convenience Store,938,Southern Blvd, ,Bronx,NY,10459,4506,BRONX,40.82092,-73.89158,4/7/2005,1/23/2007
972558,Bronx Saint John Deli Inc  ,Convenience Store,911,Avenue Saint John,Frnt A,Bronx,NY,10455,2447,BRONX,40.81585,-73.90286,10/4/2010,10/20/2015
942961,Brother Hood Gourmet Deli Corp  ,Convenience Store,703,Southern Blvd, ,Bronx,NY,10455,2105,BRONX,40.81362,-73.89912,4/7/2010,9/16/2020
1424492,Brothers & Bobo LLC  ,Small Grocery Store,902,Hunts Point Ave,,Bronx,NY,10474,5403,BRONX,40.81966,-73.88973,11/24/2020,8/27/2025
1016787,Bryant Grocery Ny Corp  ,Small Grocery Store,869,Bryant Ave, ,Bronx,NY,10474,5501,BRONX,40.81892,-73.88675,9/1/2011,6/15/2015
1539236,Buena Vista Deli Grocery Corp.  ,Medium Grocery Store,650,Prospect Ave,#652,Bronx,NY,10455,3411,BRONX,40.81554,-73.9031,5/4/2023, 
1413136,Burger Chimi Tropical ,Convenience Store,940,Southern Blvd,,Bronx,NY,10459,3794,BRONX,40.82156,-73.89146,10/13/2020,6/16/2021
963234,Cacao Deli Grocery Corp  ,Convenience Store,918,Faile St,Frnt 1,Bronx,NY,10474,4730,BRONX,40.8204,-73.88799,8/11/2010,6/7/2018
963234,Cacao Deli Grocery Corp  ,Convenience Store,918,Faile St,Frnt 1,Bronx,NY,10474,4730,BRONX,40.8204,-73.88799,5/14/2019,8/12/2024
1319880,Cancun Deli & Grocery Corp  ,Small Grocery Store,908,E 163rd St, ,Bronx,NY,10459,4154,BRONX,40.82096,-73.89803,9/18/2018,6/16/2021
1400514,Cancun Deli Grocery I  ,Small Grocery Store,908,E 163rd St,,Bronx,NY,10459,4154,BRONX,40.82085,-73.89802,8/19/2020,7/6/2023
772714,Canela Food Store  ,Small Grocery Store,869,Bryant Ave, ,Bronx,NY,10474,5501,BRONX,40.81892,-73.88675,5/16/2006,5/17/2011
766055,Carniceria Hispana  ,Medium Grocery Store,967,E 165th St, ,Bronx,NY,10459,3314,BRONX,40.82399,-73.8945,9/21/2005,3/2/2015
1205162,Carniceria Hispana  ,Small Grocery Store,967,E 165th St, ,Bronx,NY,10459,3314,BRONX,40.82399,-73.8945,9/24/2015,3/15/2017
320971,CASANOVA MEAT MARKET CORP  ,Small Grocery Store,888,Hunts Point Ave,AKA 886-888 Hunts Pt Ave,Bronx,NY,10474,5402,BRONX,40.81913,-73.88943,7/13/2000,12/9/2014
1609305,Casita Maria Deli Corp  ,Convenience Store,1020,E 163rd St,,Bronx,NY,10459,4309,BRONX,40.82097,-73.89157,8/26/2024, 
437801,CASTILLO GROCERY MEAT MKT & DELI  ,Small Grocery Store,1174,Garrison Ave, ,Bronx,NY,10474,4750,BRONX,40.82049,-73.88799,6/22/1999,4/10/2005
515140,CESPEDES DELI GROCERY  ,Small Grocery Store,968,E 165th St, ,Bronx,NY,10459,3313,BRONX,40.8239,-73.89464,9/19/2002,3/9/2010
1666168,Champion Market Place  ,Small Grocery Store,914,Prospect Ave,,Bronx,NY,10459,3987,BRONX,40.82136,-73.90055,11/26/2025, 
1186501,Channel S Deli Grocery Inc  ,Convenience Store,910,Prospect Ave, ,Bronx,NY,10459, ,BRONX,40.82135,-73.90088,9/30/2015,7/24/2017
840764,Channel's Deli Grocery  ,Convenience Store,910,Prospect Ave, ,Bronx,NY,10459,3934,BRONX,40.82136,-73.90088,1/9/2008,5/30/2011
1007601,Channel's Grocery Corp  ,Small Grocery Store,910,Prospect Ave,Frnt C,Bronx,NY,10459,3934,BRONX,40.82136,-73.90088,5/31/2011,8/1/2012
781148,Chichi Grocery Corp.  ,Convenience Store,935,E 163rd St,Frnt 1,Bronx,NY,10459,4204,BRONX,40.82103,-73.89655,3/28/2006,6/10/2008
781148,Chichi Grocery Corp.  ,Convenience Store,935,E 163rd St,Frnt 1,Bronx,NY,10459,4204,BRONX,40.82103,-73.89655,6/13/2008,3/2/2015
781148,Chichi Grocery Corp.  ,Convenience Store,935,E 163rd St,Frnt 1,Bronx,NY,10459,4204,BRONX,40.82103,-73.89655,3/19/2015,11/2/2023
1196581,Cinco Hermanos Inc  ,Small Grocery Store,960,Longwood Ave, ,Bronx,NY,10459,5008,BRONX,40.81749,-73.89824,7/15/2015,9/11/2017
466280,COLONIA PUERTORIQUENA GROC CORP  ,Small Grocery Store,1012,GARRISON AVE, ,BRONX,NY,10474, ,BRONX,40.81883,-73.89021,7/13/2004,11/28/2010
767857,Comercial Mexicano Grocery Store  ,Small Grocery Store,547,Southern Blvd, ,Bronx,NY,10455, ,BRONX,40.81229,-73.90367,10/27/2005,10/6/2009
843501,Corner Gourmet Deli Inc  ,Small Grocery Store,918,Hunts Point Ave, ,Bronx,NY,10474,5403,BRONX,40.81953,-73.88973,2/14/2008,3/18/2013
1248937,Crystal Jaida Grocery Corp  ,Small Grocery Store,1090,Longfellow Ave, ,Bronx,NY,10459,2606,BRONX,40.82607,-73.88781,10/27/2016,11/19/2018
1203144,CT  Grocery NY  Corp  ,Convenience Store,869,Bryant Ave, ,Bronx,NY,10474,5501,BRONX,40.8189,-73.88671,8/11/2015,10/6/2024
1603201,CT Grocery NY Corp  ,Convenience Store,869,Bryant Ave, ,Bronx,NY,10474,5501,BRONX,40.81879,-73.88678,6/6/2024,7/27/2025
1661482,CT Grocery NY Corp  ,Convenience Store,869,Bryant Ave, ,Bronx,NY,10474,5501,BRONX,40.81879,-73.88678,7/1/2025, 
483298,CUERNAVACA DELI  ,Small Grocery Store,928,Southern Blvd, ,Bronx,NY,10459,4506,BRONX,40.82047,-73.89188,3/11/1997,5/16/2005
740422,D & A 724 Food Corp/Food Universe  ,Supermarket,724,Hunts Point Ave, ,Bronx,NY,10474,5921,BRONX,40.81546,-73.88652,1/19/2005, 
1305823,D & L Meat Market Llc  ,Meat/Poultry Specialty,796,Hunts Point Ave, ,Bronx,NY,10474,5920,BRONX,40.81657,-73.88789,12/19/2017,9/3/2018
1307465,D Mia Grocery Corp  ,Small Grocery Store,865,E 165th St, ,Bronx,NY,10459,3011,BRONX,40.82395,-73.89918,1/16/2018,4/6/2020
1607586,D' Lora Corp. ,Small Grocery Store,814,Hewitt Pl,,Bronx,NY,10459,4032,BRONX,40.81883,-73.89975,8/16/2024, 
529732,DA & JA DELI & GROCERY CORO  ,Small Grocery Store,1019,Simpson St, ,Bronx,NY,10459,3353,BRONX,40.82226,-73.89296,8/26/2004,5/28/2012
1019843,Daraliz Deli Corp  ,Medium Grocery Store,699,Beck St, ,Bronx,NY,10455,3421,BRONX,40.81502,-73.90044,10/20/2011,5/8/2013
282240,DAVID'S FOOD CENTER  ,Small Grocery Store,585,Southern Blvd, ,Bronx,NY,10455,3762,BRONX,40.81259,-73.90274,7/17/2001,8/15/2007
1322217,Dawoud Deli And Grocery Corp  ,Convenience Store,1126,Westchester Ave, ,Bronx,NY,10459,2505,BRONX,40.82566,-73.88992,7/9/2018,6/9/2019
1322217,Dawoud Deli And Grocery Corp  ,Convenience Store,1126,Westchester Ave, ,Bronx,NY,10459,2505,BRONX,40.82566,-73.88992,6/19/2019,3/23/2021
1142600,Day & Night Deli Grocery Corp.  ,Small Grocery Store,1017,Legget Avenue, ,Bronx,NY,10455, ,BRONX,40.81401,-73.89953,5/1/2014,9/30/2019
855483,Deegan Mini Market Store  ,Small Grocery Store,741,Hunts Point Ave, ,Bronx,NY,10474,5969,BRONX,40.81564,-73.88703,6/9/2008,12/12/2013
1638869,Deli & Convenience  ,Combination Grocery/Other,943,Westchester Ave,,Bronx,NY,10459,3106,BRONX,40.82244,-73.89661,3/25/2025,8/27/2025
839728,Deli Farms Corporation  ,Small Grocery Store,850,Longwood Ave, ,Bronx,NY,10459,4028,BRONX,40.81932,-73.90131,1/16/2008,4/20/2016
853885,"DIALLO DISCOUNT,INC  ",Medium Grocery Store,951,Hoe Ave, ,Bronx,NY,10459, ,BRONX,40.8221,-73.8904,5/21/2008,6/11/2014
1609989,Diana Mini Market Corp.  ,Convenience Store,701,Coster St,,Bronx,NY,10474,6401,BRONX,40.81462,-73.8876,8/29/2024, 
1283805,Discount Corp And 99c  ,Convenience Store,545,Southern Blvd, ,Bronx,NY,10455,3762,BRONX,40.81226,-73.90378,9/15/2017, 
597509,DISTRIBUIDORA SAN MARCUS  ,Small Grocery Store,969,Intervale Ave, ,Bronx,NY,10459,3177,BRONX,40.82208,-73.89695,5/8/2003,6/12/2013
1432599,Djobo African & Middle East Market  ,Small Grocery Store,984,Intervale Ave,,Bronx,NY,10459,3103,BRONX,40.82284,-73.89668,1/21/2021,8/21/2022
1013426,DNI Deli Grocery Inc  ,Small Grocery Store,978,Longwood Ave, ,Bronx,NY,10459,5108,BRONX,40.81718,-73.89781,7/25/2011,5/7/2014
334365,DOLLAR BREEZE INC  ,Convenience Store,1033,Westchester Ave, ,Bronx,NY,10459,2416,BRONX,40.82422,-73.89292,9/20/2004,8/2/2007
1181534,Dollar Closeouts Inc  ,Convenience Store,561,Southern Blvd, ,Bronx,NY,10455,3762,BRONX,40.81245,-73.90313,1/15/2015, 
768887,Dollar Craze Inc  ,Convenience Store,836,Hunts Point Ave, ,Bronx,NY,10474,5406,BRONX,40.81739,-73.88839,11/3/2005,9/5/2007
1056292,Dollar Deal Discount  ,Convenience Store,1009,E 163rd St, ,Bronx,NY,10459,4308,BRONX,40.82103,-73.89281,9/11/2012,12/9/2014
948677,DOLLAR DOES IT INC D/B/A 99 CENT DREAM  ,Convenience Store,1034,Southern Blvd, ,Bronx,NY,10459,3426,BRONX,40.82401,-73.8918,5/6/2010,3/12/2014
1221694,Dollar Express Store 10705,Convenience Store,900,Southern Blvd, ,Bronx,NY,10459,4506,BRONX,40.81952,-73.89288,10/28/2015,8/6/2017
1295394,Dollar General 19211,Combination Grocery/Other,900,Southern Blvd, ,Bronx,NY,10459,4506,BRONX,40.81952,-73.89287,8/8/2017, 
1131217,Dollar Goal Discount Inc  ,Convenience Store,870,Hunts Point Ave, ,Bronx,NY,10474,5402,BRONX,40.81877,-73.88924,4/28/2014,6/26/2022
