camis,dba,boro,building,street,zipcode,cuisine_description,latitude,longitude,inspection_date,grade,score
41011367,MEXICANA DELI GROCERY,Bronx,339,EAST  204 STREET,10467,Mexican,40.872215318406,-73.877835343375,2023-09-26T00:00:00.000,A,11
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-07-08T13:12:00.000,N,27
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-07-08T13:12:00.000,N,27
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-07-08T13:12:00.000,N,27
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-07-08T13:12:00.000,N,27
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-07-08T13:12:00.000,N,27
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-07-08T13:12:00.000,N,27
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-07-08T13:12:00.000,N,27
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-07-08T13:12:00.000,N,27
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-06-09T11:37:00.000,,5
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-06-04T15:25:00.000,,13
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-06-04T15:25:00.000,,13
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-06-04T15:25:00.000,,13
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-05-07T14:26:00.000,,85
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-05-07T14:26:00.000,,85
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-05-07T14:26:00.000,,85
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-05-07T14:26:00.000,,85
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-05-07T14:26:00.000,,85
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-05-07T14:26:00.000,,85
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-05-07T14:26:00.000,,85
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-05-07T14:26:00.000,,85
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-05-07T14:26:00.000,,85
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-05-07T14:26:00.000,,85
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-05-07T14:26:00.000,,85
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2008-05-07T14:26:00.000,,85
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-12-12T15:32:00.000,,
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-11-29T16:22:00.000,,
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-10-31T09:03:00.000,,11
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-10-31T09:03:00.000,,11
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-10-31T09:03:00.000,,11
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-10-12T09:25:00.000,,28
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-10-12T09:25:00.000,,28
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-10-12T09:25:00.000,,28
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-10-12T09:25:00.000,,28
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-10-12T09:25:00.000,,28
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-09-18T09:17:00.000,,29
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-09-18T09:17:00.000,,29
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-09-18T09:17:00.000,,29
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-09-18T09:17:00.000,,29
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-09-18T09:17:00.000,,29
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-08-28T09:43:00.000,,
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-08-28T07:54:00.000,,49
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-08-28T07:54:00.000,,49
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-08-28T07:54:00.000,,49
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-08-28T07:54:00.000,,49
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-08-28T07:54:00.000,,49
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-08-28T07:54:00.000,,49
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-08-28T07:54:00.000,,49
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-08-28T07:54:00.000,,49
