NAME,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,state,county,tract,GEOID,year,n_low,n_mid,n_high,n_i_sum
"Census Tract 403.03, Bronx County, New York",1357,151,48,128,128,110,60,144,42,42,137,115,107,31,44,32,38,36,005,040303,36005040303,2020,455,398,504,1357
"Census Tract 403.04, Bronx County, New York",1202,155,178,112,101,46,67,37,10,43,92,77,129,68,60,27,0,36,005,040304,36005040304,2020,546,203,453,1202
"Census Tract 404, Bronx County, New York",1100,109,24,19,0,0,59,59,0,71,0,125,168,201,136,75,54,36,005,040400,36005040400,2020,152,189,759,1100
"Census Tract 405.01, Bronx County, New York",1339,163,93,96,76,15,85,173,28,118,140,135,107,50,21,19,20,36,005,040501,36005040501,2020,428,419,492,1339
"Census Tract 405.02, Bronx County, New York",2365,321,254,94,136,92,82,75,35,315,343,124,206,69,27,133,59,36,005,040502,36005040502,2020,805,599,961,2365
"Census Tract 406, Bronx County, New York",1290,115,109,60,73,116,47,32,114,120,53,159,63,124,35,58,12,36,005,040600,36005040600,2020,357,429,504,1290
"Census Tract 407.01, Bronx County, New York",1217,112,131,100,78,59,64,46,178,58,115,111,65,31,63,0,6,36,005,040701,36005040701,2020,421,405,391,1217
"Census Tract 407.02, Bronx County, New York",2754,365,213,395,173,217,299,120,67,87,216,108,232,137,36,53,36,36,005,040702,36005040702,2020,1146,790,818,2754
"Census Tract 408, Bronx County, New York",1733,228,219,114,171,34,133,19,66,96,160,275,28,56,19,55,60,36,005,040800,36005040800,2020,732,348,653,1733
"Census Tract 409, Bronx County, New York",1375,20,25,70,98,31,94,162,48,41,85,120,226,167,12,117,59,36,005,040900,36005040900,2020,213,376,786,1375
"Census Tract 411, Bronx County, New York",1285,244,85,39,37,73,31,179,96,7,50,141,142,46,53,0,62,36,005,041100,36005041100,2020,405,386,494,1285
"Census Tract 413, Bronx County, New York",3069,190,202,147,248,40,79,104,135,141,343,375,479,226,205,114,41,36,005,041300,36005041300,2020,787,499,1783,3069
"Census Tract 414, Bronx County, New York",1787,94,24,118,30,180,130,31,102,60,220,57,140,197,192,125,87,36,005,041400,36005041400,2020,266,503,1018,1787
"Census Tract 415, Bronx County, New York",2425,197,309,106,154,128,117,29,222,12,455,152,287,93,32,52,80,36,005,041500,36005041500,2020,766,508,1151,2425
"Census Tract 418, Bronx County, New York",1208,169,0,121,15,40,63,15,50,39,111,173,145,64,50,56,97,36,005,041800,36005041800,2020,305,207,696,1208
"Census Tract 419, Bronx County, New York",2465,383,250,182,95,188,170,120,122,65,161,253,225,50,86,63,52,36,005,041900,36005041900,2020,910,665,890,2465
"Census Tract 420, Bronx County, New York",1654,337,168,83,41,156,98,70,76,57,95,152,97,58,93,36,37,36,005,042000,36005042000,2020,629,457,568,1654
"Census Tract 421, Bronx County, New York",2038,269,221,108,83,59,158,95,82,58,150,306,228,38,47,85,51,36,005,042100,36005042100,2020,681,452,905,2038
"Census Tract 422, Bronx County, New York",1153,78,29,59,25,52,27,49,89,157,42,184,164,25,74,99,0,36,005,042200,36005042200,2020,191,374,588,1153
"Census Tract 423, Bronx County, New York",1289,159,36,40,123,51,18,147,43,84,62,55,138,144,105,84,0,36,005,042300,36005042300,2020,358,343,588,1289
"Census Tract 424, Bronx County, New York",798,58,27,5,41,7,6,67,0,44,5,89,181,126,60,30,52,36,005,042400,36005042400,2020,131,124,543,798
"Census Tract 425, Bronx County, New York",2050,221,117,180,100,170,210,110,7,90,94,139,216,192,163,41,0,36,005,042500,36005042500,2020,618,587,845,2050
"Census Tract 426, Bronx County, New York",2178,171,79,0,0,24,152,43,0,168,79,153,367,461,128,140,213,36,005,042600,36005042600,2020,250,387,1541,2178
"Census Tract 428, Bronx County, New York",762,48,22,38,12,17,7,9,12,33,22,53,133,32,86,50,188,36,005,042800,36005042800,2020,120,78,564,762
"Census Tract 429.01, Bronx County, New York",1319,28,237,177,87,71,84,12,31,67,93,124,27,159,45,59,18,36,005,042901,36005042901,2020,529,265,525,1319
"Census Tract 429.02, Bronx County, New York",1648,160,197,180,131,67,28,70,132,90,139,81,205,64,50,41,13,36,005,042902,36005042902,2020,668,387,593,1648
"Census Tract 430, Bronx County, New York",1217,79,180,17,85,23,39,33,65,11,44,323,67,104,0,60,87,36,005,043000,36005043000,2020,361,171,685,1217
"Census Tract 431.01, Bronx County, New York",1757,70,300,80,68,145,203,138,80,67,92,112,236,88,32,0,46,36,005,043101,36005043101,2020,518,633,606,1757
"Census Tract 431.02, Bronx County, New York",1756,146,146,134,153,302,84,110,114,30,92,128,151,135,0,31,0,36,005,043102,36005043102,2020,579,640,537,1756
"Census Tract 434, Bronx County, New York",1364,186,82,30,14,52,33,15,0,60,87,133,78,167,286,83,58,36,005,043400,36005043400,2020,312,160,892,1364
"Census Tract 435.01, Bronx County, New York",336,72,12,44,5,17,51,14,25,40,32,13,5,6,0,0,0,36,005,043501,36005043501,2020,133,147,56,336
"Census Tract 435.02, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,043502,36005043502,2020,0,0,0,0
"Census Tract 435.03, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,043503,36005043503,2020,0,0,0,0
"Census Tract 436, Bronx County, New York",700,131,25,30,0,0,0,2,45,29,62,80,106,88,19,54,29,36,005,043600,36005043600,2020,186,76,438,700
"Census Tract 442, Bronx County, New York",1312,412,103,0,0,47,31,104,13,0,135,150,139,16,40,49,73,36,005,044200,36005044200,2020,515,195,602,1312
"Census Tract 444, Bronx County, New York",1435,24,182,41,22,32,25,120,17,44,82,119,219,224,155,88,41,36,005,044400,36005044400,2020,269,238,928,1435
"Census Tract 448, Bronx County, New York",661,5,6,22,7,0,92,18,5,33,6,75,57,95,99,53,88,36,005,044800,36005044800,2020,40,148,473,661
"Census Tract 449.01, Bronx County, New York",766,22,39,14,24,27,13,12,20,87,40,116,89,70,35,31,127,36,005,044901,36005044901,2020,99,159,508,766
"Census Tract 449.02, Bronx County, New York",882,76,5,19,63,31,21,0,43,52,22,115,124,108,42,106,55,36,005,044902,36005044902,2020,163,147,572,882
"Census Tract 451.01, Bronx County, New York",859,11,19,16,46,23,9,38,16,0,235,67,183,52,67,21,56,36,005,045101,36005045101,2020,92,86,681,859
"Census Tract 451.02, Bronx County, New York",855,5,12,29,54,14,14,29,16,17,51,126,184,72,65,87,80,36,005,045102,36005045102,2020,100,90,665,855
"Census Tract 456, Bronx County, New York",1077,12,0,43,31,47,63,68,49,0,65,81,152,73,111,99,183,36,005,045600,36005045600,2020,86,227,764,1077
"Census Tract 458, Bronx County, New York",2036,334,267,54,310,281,27,44,149,63,182,34,154,0,0,0,137,36,005,045800,36005045800,2020,965,564,507,2036
"Census Tract 460, Bronx County, New York",1001,140,164,28,46,39,13,112,34,46,13,37,184,31,47,45,22,36,005,046000,36005046000,2020,378,244,379,1001
"Census Tract 462.03, Bronx County, New York",3193,96,175,342,142,336,502,0,59,101,154,248,536,307,165,0,30,36,005,046203,36005046203,2020,755,998,1440,3193
"Census Tract 462.04, Bronx County, New York",2424,168,0,0,55,0,146,206,130,0,139,300,434,404,154,288,0,36,005,046204,36005046204,2020,223,482,1719,2424
"Census Tract 462.05, Bronx County, New York",1909,146,82,201,0,142,99,32,265,39,303,92,261,247,0,0,0,36,005,046205,36005046205,2020,429,577,903,1909
"Census Tract 462.06, Bronx County, New York",1998,71,154,78,124,99,156,270,0,182,76,133,193,38,154,237,33,36,005,046206,36005046206,2020,427,707,864,1998
"Census Tract 462.07, Bronx County, New York",2977,137,145,135,215,317,39,93,116,53,516,225,592,221,173,0,0,36,005,046207,36005046207,2020,632,618,1727,2977
"Census Tract 462.08, Bronx County, New York",1460,89,34,93,12,88,0,31,0,0,82,334,87,134,103,319,54,36,005,046208,36005046208,2020,228,119,1113,1460
"Census Tract 462.09, Bronx County, New York",1447,101,133,256,134,36,22,32,150,0,0,159,30,129,189,76,0,36,005,046209,36005046209,2020,624,240,583,1447
"Census Tract 484.01, Bronx County, New York",1272,37,50,53,87,0,86,39,8,0,70,182,136,109,115,207,93,36,005,048401,36005048401,2020,227,133,912,1272
"Census Tract 484.02, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,048402,36005048402,2020,0,0,0,0
"Census Tract 504, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,050400,36005050400,2020,0,0,0,0
"Census Tract 516.01, Bronx County, New York",1874,29,41,20,57,88,144,0,78,91,84,127,154,194,99,434,234,36,005,051601,36005051601,2020,147,401,1326,1874
"Census Tract 516.02, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,051602,36005051602,2020,0,0,0,0
"Census Tract 1, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,000100,36005000100,2020,0,0,0,0
"Census Tract 2, Bronx County, New York",1340,94,9,68,91,92,73,0,131,0,50,123,71,262,95,37,144,36,005,000200,36005000200,2020,262,296,782,1340
"Census Tract 4, Bronx County, New York",2110,46,44,124,55,0,12,28,63,40,107,292,365,163,391,241,139,36,005,000400,36005000400,2020,269,143,1698,2110
"Census Tract 16, Bronx County, New York",2153,82,257,303,89,78,281,93,89,151,133,199,146,86,47,51,68,36,005,001600,36005001600,2020,731,692,730,2153
"Census Tract 19.01, Bronx County, New York",784,87,81,29,13,11,26,44,31,5,39,87,157,78,14,18,64,36,005,001901,36005001901,2020,210,117,457,784
"Census Tract 19.02, Bronx County, New York",329,48,12,3,9,14,25,4,11,28,38,32,21,29,26,0,29,36,005,001902,36005001902,2020,72,82,175,329
"Census Tract 19.03, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,001903,36005001903,2020,0,0,0,0
"Census Tract 19.04, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,001904,36005001904,2020,0,0,0,0
"Census Tract 20.01, Bronx County, New York",1654,656,117,88,163,76,84,65,37,0,93,175,25,75,0,0,0,36,005,002001,36005002001,2020,1024,262,368,1654
"Census Tract 20.02, Bronx County, New York",1865,406,154,123,66,0,60,77,0,96,12,111,192,439,8,73,48,36,005,002002,36005002002,2020,749,233,883,1865
"Census Tract 23, Bronx County, New York",1874,391,298,150,106,93,164,92,92,59,201,61,110,25,0,32,0,36,005,002300,36005002300,2020,945,500,429,1874
"Census Tract 24, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,002400,36005002400,2020,0,0,0,0
"Census Tract 25, Bronx County, New York",1932,538,180,96,87,107,116,105,99,102,154,217,10,30,85,6,0,36,005,002500,36005002500,2020,901,529,502,1932
"Census Tract 27.01, Bronx County, New York",1027,234,194,196,98,58,50,0,75,41,15,29,11,13,13,0,0,36,005,002701,36005002701,2020,722,224,81,1027
"Census Tract 27.02, Bronx County, New York",1470,505,260,29,48,99,86,67,88,13,13,37,149,27,25,24,0,36,005,002702,36005002702,2020,842,353,275,1470
"Census Tract 28, Bronx County, New York",2401,84,58,80,88,132,96,267,76,140,407,532,174,184,83,0,0,36,005,002800,36005002800,2020,310,711,1380,2401
"Census Tract 31, Bronx County, New York",687,32,7,69,54,118,21,22,44,38,58,50,80,29,49,16,0,36,005,003100,36005003100,2020,162,243,282,687
"Census Tract 33, Bronx County, New York",1208,292,193,43,109,76,95,26,67,24,63,11,90,42,13,55,9,36,005,003300,36005003300,2020,637,288,283,1208
"Census Tract 35, Bronx County, New York",1374,179,152,144,32,265,89,79,35,14,128,34,121,19,64,0,19,36,005,003500,36005003500,2020,507,482,385,1374
"Census Tract 37, Bronx County, New York",145,44,13,13,0,0,11,0,0,5,54,5,0,0,0,0,0,36,005,003700,36005003700,2020,70,16,59,145
"Census Tract 38, Bronx County, New York",333,34,15,37,51,0,22,0,0,0,13,14,55,43,20,21,8,36,005,003800,36005003800,2020,137,22,174,333
"Census Tract 39, Bronx County, New York",2241,313,563,190,106,109,0,91,96,89,71,49,132,180,0,49,203,36,005,003900,36005003900,2020,1172,385,684,2241
"Census Tract 40.01, Bronx County, New York",489,39,5,14,29,5,41,53,12,0,32,74,51,24,31,32,47,36,005,004001,36005004001,2020,87,111,291,489
"Census Tract 41, Bronx County, New York",2254,554,405,138,105,67,44,294,149,68,66,43,179,79,39,0,24,36,005,004100,36005004100,2020,1202,622,430,2254
"Census Tract 42, Bronx County, New York",2875,362,222,170,156,140,127,31,11,19,117,159,613,672,0,76,0,36,005,004200,36005004200,2020,910,328,1637,2875
"Census Tract 43, Bronx County, New York",2129,324,362,248,106,69,120,51,206,16,82,126,194,23,155,11,36,36,005,004300,36005004300,2020,1040,462,627,2129
"Census Tract 44, Bronx County, New York",1599,510,254,198,60,59,118,44,61,36,14,10,61,78,0,96,0,36,005,004400,36005004400,2020,1022,318,259,1599
"Census Tract 46, Bronx County, New York",697,121,128,65,47,26,16,30,45,33,20,72,5,54,35,0,0,36,005,004600,36005004600,2020,361,150,186,697
"Census Tract 48, Bronx County, New York",1455,262,92,95,137,75,118,36,93,59,26,82,206,61,56,48,9,36,005,004800,36005004800,2020,586,381,488,1455
"Census Tract 50.01, Bronx County, New York",1379,242,143,85,128,96,130,60,34,49,49,126,83,21,58,55,20,36,005,005001,36005005001,2020,598,369,412,1379
"Census Tract 50.02, Bronx County, New York",1994,272,166,198,34,188,166,145,110,53,98,165,248,22,23,24,82,36,005,005002,36005005002,2020,670,662,662,1994
"Census Tract 51, Bronx County, New York",2151,503,255,285,228,73,102,98,158,104,158,167,20,0,0,0,0,36,005,005100,36005005100,2020,1271,535,345,2151
"Census Tract 52, Bronx County, New York",828,192,118,136,33,55,4,41,22,30,10,96,40,9,24,6,12,36,005,005200,36005005200,2020,479,152,197,828
"Census Tract 53, Bronx County, New York",1786,495,258,294,123,111,182,53,28,15,90,84,7,8,32,6,0,36,005,005300,36005005300,2020,1170,389,227,1786
"Census Tract 54, Bronx County, New York",1713,245,251,93,83,33,116,77,91,129,24,233,73,82,86,87,10,36,005,005400,36005005400,2020,672,446,595,1713
"Census Tract 56, Bronx County, New York",886,185,137,23,30,32,58,14,31,26,79,73,77,57,5,40,19,36,005,005600,36005005600,2020,375,161,350,886
"Census Tract 59.02, Bronx County, New York",1109,137,88,78,164,67,64,47,43,23,48,112,63,43,88,21,23,36,005,005902,36005005902,2020,467,244,398,1109
"Census Tract 60, Bronx County, New York",370,15,39,25,30,8,51,31,24,50,34,0,5,24,7,0,27,36,005,006000,36005006000,2020,109,164,97,370
"Census Tract 61, Bronx County, New York",2071,121,191,115,71,22,90,50,109,201,155,122,499,51,98,144,32,36,005,006100,36005006100,2020,498,472,1101,2071
"Census Tract 62, Bronx County, New York",2506,416,304,179,234,212,83,313,0,93,147,342,58,55,0,20,50,36,005,006200,36005006200,2020,1133,701,672,2506
"Census Tract 63.01, Bronx County, New York",1941,155,212,79,139,72,74,50,123,170,137,52,198,124,72,55,229,36,005,006301,36005006301,2020,585,489,867,1941
"Census Tract 63.02, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,006302,36005006302,2020,0,0,0,0
"Census Tract 64, Bronx County, New York",1389,376,91,19,143,21,61,41,61,21,139,87,196,84,19,0,30,36,005,006400,36005006400,2020,629,205,555,1389
"Census Tract 65, Bronx County, New York",1921,524,130,134,189,223,103,110,84,5,69,76,110,121,27,0,16,36,005,006500,36005006500,2020,977,525,419,1921
"Census Tract 67, Bronx County, New York",2468,493,518,378,83,275,82,22,43,46,60,75,183,51,97,42,20,36,005,006700,36005006700,2020,1472,468,528,2468
"Census Tract 68, Bronx County, New York",978,107,83,71,77,37,32,67,20,0,73,183,101,30,59,38,0,36,005,006800,36005006800,2020,338,156,484,978
"Census Tract 69, Bronx County, New York",2844,791,304,77,0,117,177,83,170,172,196,185,139,203,15,76,139,36,005,006900,36005006900,2020,1172,719,953,2844
"Census Tract 70, Bronx County, New York",1285,136,82,34,110,80,66,87,1,29,176,58,107,61,177,27,54,36,005,007000,36005007000,2020,362,263,660,1285
"Census Tract 71, Bronx County, New York",1074,219,52,26,60,28,38,63,67,40,10,121,108,92,9,93,48,36,005,007100,36005007100,2020,357,236,481,1074
"Census Tract 72, Bronx County, New York",1729,241,112,122,44,124,45,117,66,55,174,102,151,202,24,93,57,36,005,007200,36005007200,2020,519,407,803,1729
"Census Tract 73, Bronx County, New York",1434,402,218,68,113,135,72,52,28,24,38,145,107,32,0,0,0,36,005,007300,36005007300,2020,801,311,322,1434
"Census Tract 74, Bronx County, New York",1330,160,142,129,90,68,13,57,24,12,106,104,116,83,87,123,16,36,005,007400,36005007400,2020,521,174,635,1330
"Census Tract 75, Bronx County, New York",2235,422,267,198,155,117,117,144,21,76,204,105,243,92,17,17,40,36,005,007500,36005007500,2020,1042,475,718,2235
"Census Tract 76, Bronx County, New York",1780,214,110,85,123,74,85,87,37,92,143,148,256,94,72,92,68,36,005,007600,36005007600,2020,532,375,873,1780
"Census Tract 77, Bronx County, New York",575,34,62,27,13,48,10,49,38,24,95,36,46,28,36,17,12,36,005,007700,36005007700,2020,136,169,270,575
"Census Tract 78, Bronx County, New York",2211,84,112,105,95,96,118,123,26,53,226,175,182,289,182,259,86,36,005,007800,36005007800,2020,396,416,1399,2211
"Census Tract 79, Bronx County, New York",2345,581,330,65,68,25,348,46,201,107,32,95,201,68,127,51,0,36,005,007900,36005007900,2020,1044,727,574,2345
"Census Tract 83, Bronx County, New York",2187,341,192,137,105,32,113,182,162,96,60,251,194,92,61,75,94,36,005,008300,36005008300,2020,775,585,827,2187
"Census Tract 84, Bronx County, New York",982,44,6,79,0,28,14,144,3,123,29,104,193,63,29,99,24,36,005,008400,36005008400,2020,129,312,541,982
"Census Tract 85, Bronx County, New York",2128,282,290,214,123,192,139,44,56,54,119,146,230,194,11,0,34,36,005,008500,36005008500,2020,909,485,734,2128
"Census Tract 86, Bronx County, New York",1537,413,138,175,143,84,0,39,120,25,81,34,84,22,79,17,83,36,005,008600,36005008600,2020,869,268,400,1537
"Census Tract 87, Bronx County, New York",2056,388,216,355,79,122,114,102,118,60,78,130,114,105,45,10,20,36,005,008700,36005008700,2020,1038,516,502,2056
"Census Tract 89, Bronx County, New York",1217,145,130,141,205,65,18,57,70,8,113,12,130,71,28,15,9,36,005,008900,36005008900,2020,621,218,378,1217
"Census Tract 90, Bronx County, New York",1178,200,176,46,56,132,101,10,20,71,100,41,51,83,40,21,30,36,005,009000,36005009000,2020,478,334,366,1178
"Census Tract 92, Bronx County, New York",1879,178,116,126,130,63,148,67,73,76,126,151,257,127,35,92,114,36,005,009200,36005009200,2020,550,427,902,1879
"Census Tract 93.01, Bronx County, New York",1684,224,180,164,115,17,14,165,176,38,108,123,168,42,42,108,0,36,005,009301,36005009301,2020,683,410,591,1684
"Census Tract 93.02, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,009302,36005009302,2020,0,0,0,0
"Census Tract 96, Bronx County, New York",800,111,47,25,57,55,13,0,26,41,88,54,171,36,26,27,23,36,005,009600,36005009600,2020,240,135,425,800
"Census Tract 98, Bronx County, New York",1595,114,107,94,43,44,21,74,116,74,70,155,183,213,106,115,66,36,005,009800,36005009800,2020,358,329,908,1595
"Census Tract 110, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,011000,36005011000,2020,0,0,0,0
"Census Tract 115.02, Bronx County, New York",1348,220,271,150,96,125,58,23,16,120,54,24,126,30,6,0,29,36,005,011502,36005011502,2020,737,342,269,1348
"Census Tract 117.01, Bronx County, New York",474,108,33,14,79,0,0,35,16,22,59,20,72,6,0,10,0,36,005,011701,36005011701,2020,234,73,167,474
"Census Tract 117.02, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,011702,36005011702,2020,0,0,0,0
"Census Tract 118, Bronx County, New York",1596,46,86,88,25,61,41,9,23,72,59,194,209,148,144,166,225,36,005,011800,36005011800,2020,245,206,1145,1596
"Census Tract 119, Bronx County, New York",1763,333,176,137,97,127,126,78,51,45,127,137,133,67,19,89,21,36,005,011900,36005011900,2020,743,427,593,1763
"Census Tract 121.01, Bronx County, New York",941,148,65,48,46,32,38,64,35,65,25,100,118,38,36,27,56,36,005,012101,36005012101,2020,307,234,400,941
"Census Tract 121.02, Bronx County, New York",533,40,120,43,82,84,18,1,14,34,4,15,1,36,41,0,0,36,005,012102,36005012102,2020,285,151,97,533
"Census Tract 123, Bronx County, New York",1510,219,217,112,60,11,103,120,149,37,89,91,109,9,27,35,122,36,005,012300,36005012300,2020,608,420,482,1510
"Census Tract 125, Bronx County, New York",1260,230,19,37,181,0,89,127,14,32,100,89,133,71,90,25,23,36,005,012500,36005012500,2020,467,262,531,1260
"Census Tract 127.01, Bronx County, New York",732,126,47,31,25,28,107,10,47,19,57,96,66,49,9,6,9,36,005,012701,36005012701,2020,229,211,292,732
"Census Tract 129.01, Bronx County, New York",1590,174,276,68,137,149,123,100,29,78,134,84,70,101,27,40,0,36,005,012901,36005012901,2020,655,479,456,1590
"Census Tract 130, Bronx County, New York",461,12,18,6,89,0,10,16,5,10,45,18,36,35,22,87,52,36,005,013000,36005013000,2020,125,41,295,461
"Census Tract 131, Bronx County, New York",2098,473,344,125,72,79,52,137,141,0,117,93,353,25,56,9,22,36,005,013100,36005013100,2020,1014,409,675,2098
"Census Tract 132, Bronx County, New York",2596,161,56,11,109,33,0,63,56,32,72,317,174,207,409,541,355,36,005,013200,36005013200,2020,337,184,2075,2596
"Census Tract 133, Bronx County, New York",2276,480,120,176,156,19,77,45,115,75,236,447,69,176,14,0,71,36,005,013300,36005013300,2020,932,331,1013,2276
"Census Tract 135, Bronx County, New York",1473,434,112,71,86,78,64,56,123,98,35,70,66,50,60,22,48,36,005,013500,36005013500,2020,703,419,351,1473
"Census Tract 138, Bronx County, New York",1152,57,128,36,28,21,67,24,24,66,68,109,149,82,162,54,77,36,005,013800,36005013800,2020,249,202,701,1152
"Census Tract 141, Bronx County, New York",2527,493,310,275,89,107,207,133,123,79,82,168,209,107,73,36,36,36,005,014100,36005014100,2020,1167,649,711,2527
"Census Tract 143, Bronx County, New York",649,146,131,34,30,32,54,16,22,57,70,21,3,25,8,0,0,36,005,014300,36005014300,2020,341,181,127,649
"Census Tract 144, Bronx County, New York",2393,679,403,162,214,86,50,93,139,46,120,33,50,122,80,50,66,36,005,014400,36005014400,2020,1458,414,521,2393
"Census Tract 145, Bronx County, New York",2355,358,208,189,110,163,131,482,79,48,199,80,63,30,155,39,21,36,005,014500,36005014500,2020,865,903,587,2355
"Census Tract 147.01, Bronx County, New York",2026,466,173,137,211,45,184,111,335,40,107,72,56,44,45,0,0,36,005,014701,36005014701,2020,987,715,324,2026
"Census Tract 147.02, Bronx County, New York",1893,279,262,225,36,133,44,45,114,85,49,275,298,24,0,24,0,36,005,014702,36005014702,2020,802,421,670,1893
"Census Tract 149, Bronx County, New York",1484,279,202,163,151,41,132,64,30,43,129,40,123,25,15,47,0,36,005,014900,36005014900,2020,795,310,379,1484
"Census Tract 151, Bronx County, New York",2027,248,137,212,285,275,42,68,12,89,119,214,201,103,0,22,0,36,005,015100,36005015100,2020,882,486,659,2027
"Census Tract 152, Bronx County, New York",962,48,21,31,54,34,19,35,47,12,73,64,172,173,51,72,56,36,005,015200,36005015200,2020,154,147,661,962
"Census Tract 153, Bronx County, New York",1645,322,160,102,136,22,172,3,18,64,336,55,111,32,17,49,46,36,005,015300,36005015300,2020,720,279,646,1645
"Census Tract 155, Bronx County, New York",1082,168,100,125,108,50,107,19,106,13,9,96,50,89,15,27,0,36,005,015500,36005015500,2020,501,295,286,1082
"Census Tract 157, Bronx County, New York",1650,265,196,174,36,93,85,133,66,62,70,94,103,42,57,107,67,36,005,015700,36005015700,2020,671,439,540,1650
"Census Tract 158, Bronx County, New York",441,72,10,0,7,38,19,11,6,0,46,68,25,46,35,16,42,36,005,015800,36005015800,2020,89,74,278,441
"Census Tract 159, Bronx County, New York",772,193,188,27,0,44,22,0,0,7,19,65,115,54,5,14,19,36,005,015900,36005015900,2020,408,73,291,772
"Census Tract 160, Bronx County, New York",1488,82,68,42,45,17,14,27,74,0,105,129,332,141,162,107,143,36,005,016000,36005016000,2020,237,132,1119,1488
"Census Tract 161, Bronx County, New York",1880,351,312,328,85,93,36,108,71,38,118,38,138,36,85,43,0,36,005,016100,36005016100,2020,1076,346,458,1880
"Census Tract 162, Bronx County, New York",537,13,25,24,53,12,5,35,4,22,8,24,82,59,26,69,76,36,005,016200,36005016200,2020,115,78,344,537
"Census Tract 163, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,016300,36005016300,2020,0,0,0,0
"Census Tract 164, Bronx County, New York",415,42,32,24,0,0,0,10,12,11,38,47,71,34,34,34,26,36,005,016400,36005016400,2020,98,33,284,415
"Census Tract 165, Bronx County, New York",320,35,35,26,29,55,21,0,10,0,45,17,28,15,0,0,4,36,005,016500,36005016500,2020,125,86,109,320
"Census Tract 166, Bronx County, New York",776,20,4,48,30,41,18,30,29,0,44,49,184,56,53,89,81,36,005,016600,36005016600,2020,102,118,556,776
"Census Tract 167, Bronx County, New York",1085,168,127,50,18,137,86,36,19,48,12,81,155,75,51,22,0,36,005,016700,36005016700,2020,363,326,396,1085
"Census Tract 169, Bronx County, New York",541,44,59,26,28,12,28,44,29,72,34,76,18,23,31,11,6,36,005,016900,36005016900,2020,157,185,199,541
"Census Tract 171, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,017100,36005017100,2020,0,0,0,0
"Census Tract 173, Bronx County, New York",2094,312,662,49,97,57,17,153,108,25,229,92,116,46,67,64,0,36,005,017300,36005017300,2020,1120,360,614,2094
"Census Tract 175, Bronx County, New York",2858,405,537,263,281,170,101,141,0,216,88,79,440,97,40,0,0,36,005,017500,36005017500,2020,1486,628,744,2858
"Census Tract 177.01, Bronx County, New York",1223,200,171,155,86,15,80,10,83,53,12,156,69,77,0,14,42,36,005,017701,36005017701,2020,612,241,370,1223
"Census Tract 177.02, Bronx County, New York",1539,260,68,76,138,48,121,39,103,14,137,114,91,169,58,73,30,36,005,017702,36005017702,2020,542,325,672,1539
"Census Tract 179.01, Bronx County, New York",1605,235,101,179,36,33,155,39,159,20,119,221,196,33,34,37,8,36,005,017901,36005017901,2020,551,406,648,1605
"Census Tract 179.02, Bronx County, New York",1252,184,133,86,44,40,132,0,81,15,179,139,156,13,7,43,0,36,005,017902,36005017902,2020,447,268,537,1252
"Census Tract 181.01, Bronx County, New York",1009,147,36,216,66,1,0,0,47,128,67,76,118,25,53,29,0,36,005,018101,36005018101,2020,465,176,368,1009
"Census Tract 181.02, Bronx County, New York",2100,267,531,81,138,99,151,69,44,32,158,196,89,130,61,24,30,36,005,018102,36005018102,2020,1017,395,688,2100
"Census Tract 183.01, Bronx County, New York",2074,225,197,147,134,54,102,144,85,45,116,209,200,133,82,109,92,36,005,018301,36005018301,2020,703,430,941,2074
"Census Tract 183.02, Bronx County, New York",1406,76,62,115,12,95,124,49,129,72,103,277,121,106,16,23,26,36,005,018302,36005018302,2020,265,469,672,1406
"Census Tract 184, Bronx County, New York",1438,84,55,58,10,38,45,37,31,11,41,162,112,341,177,208,28,36,005,018400,36005018400,2020,207,162,1069,1438
"Census Tract 185.01, Bronx County, New York",1115,285,66,28,36,52,60,37,58,146,240,57,7,0,0,14,29,36,005,018501,36005018501,2020,415,353,347,1115
