NAME,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,state,county,tract,GEOID,year,n_low,n_mid,n_high,n_i_sum
"Census Tract 1, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,000100,36005000100,2021,0,0,0,0
"Census Tract 2, Bronx County, New York",1392,110,11,52,96,116,44,34,126,0,43,96,114,313,91,39,107,36,005,000200,36005000200,2021,269,320,803,1392
"Census Tract 4, Bronx County, New York",2199,64,43,125,51,0,12,38,74,56,176,173,383,92,367,246,299,36,005,000400,36005000400,2021,283,180,1736,2199
"Census Tract 16, Bronx County, New York",2187,140,154,317,89,120,111,162,94,108,120,270,99,147,64,105,87,36,005,001600,36005001600,2021,700,595,892,2187
"Census Tract 19.01, Bronx County, New York",885,101,68,72,8,18,44,34,27,17,89,59,134,106,0,62,46,36,005,001901,36005001901,2021,249,140,496,885
"Census Tract 19.02, Bronx County, New York",376,53,10,4,3,13,28,17,0,11,40,80,13,25,35,4,40,36,005,001902,36005001902,2021,70,69,237,376
"Census Tract 19.03, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,001903,36005001903,2021,0,0,0,0
"Census Tract 19.04, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,001904,36005001904,2021,0,0,0,0
"Census Tract 20.01, Bronx County, New York",1759,567,205,72,173,51,141,54,10,45,121,200,48,72,0,0,0,36,005,002001,36005002001,2021,1017,301,441,1759
"Census Tract 20.02, Bronx County, New York",1904,231,471,231,13,0,0,73,0,115,5,108,370,85,90,56,56,36,005,002002,36005002002,2021,946,188,770,1904
"Census Tract 23, Bronx County, New York",1918,416,313,149,148,95,88,105,27,141,194,74,91,36,0,41,0,36,005,002300,36005002300,2021,1026,456,436,1918
"Census Tract 24, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,002400,36005002400,2021,0,0,0,0
"Census Tract 25, Bronx County, New York",1919,563,168,82,132,65,145,74,144,66,152,216,6,46,60,0,0,36,005,002500,36005002500,2021,945,494,480,1919
"Census Tract 27.01, Bronx County, New York",1119,153,299,169,79,102,54,0,71,61,27,66,0,38,0,0,0,36,005,002701,36005002701,2021,700,288,131,1119
"Census Tract 27.02, Bronx County, New York",1524,454,327,30,43,85,178,29,63,47,30,30,150,48,8,0,2,36,005,002702,36005002702,2021,854,402,268,1524
"Census Tract 28, Bronx County, New York",2451,59,68,51,122,89,140,160,208,140,318,267,419,142,136,132,0,36,005,002800,36005002800,2021,300,737,1414,2451
"Census Tract 31, Bronx County, New York",893,36,9,26,79,78,224,33,32,43,58,29,142,25,61,18,0,36,005,003100,36005003100,2021,150,410,333,893
"Census Tract 33, Bronx County, New York",1237,377,194,44,139,62,22,110,81,0,57,0,75,29,17,30,0,36,005,003300,36005003300,2021,754,275,208,1237
"Census Tract 35, Bronx County, New York",1469,155,274,67,28,141,249,43,37,66,152,0,125,17,79,28,8,36,005,003500,36005003500,2021,524,536,409,1469
"Census Tract 37, Bronx County, New York",158,37,29,0,0,0,0,14,0,22,50,6,0,0,0,0,0,36,005,003700,36005003700,2021,66,36,56,158
"Census Tract 38, Bronx County, New York",343,2,31,24,52,10,7,17,0,0,2,16,71,44,27,24,16,36,005,003800,36005003800,2021,109,34,200,343
"Census Tract 39, Bronx County, New York",2264,434,488,208,144,48,27,131,51,143,55,53,64,214,40,0,164,36,005,003900,36005003900,2021,1274,400,590,2264
"Census Tract 40.01, Bronx County, New York",497,36,0,8,30,24,20,30,38,0,46,53,53,30,40,33,56,36,005,004001,36005004001,2021,74,112,311,497
"Census Tract 41, Bronx County, New York",2318,477,477,155,246,116,85,158,143,0,159,36,109,79,43,0,35,36,005,004100,36005004100,2021,1355,502,461,2318
"Census Tract 42, Bronx County, New York",2856,308,280,80,260,13,247,83,62,23,80,132,506,614,79,89,0,36,005,004200,36005004200,2021,928,428,1500,2856
"Census Tract 43, Bronx County, New York",2179,391,352,207,122,142,129,0,118,77,57,128,199,26,154,47,30,36,005,004300,36005004300,2021,1072,466,641,2179
"Census Tract 44, Bronx County, New York",1616,571,201,159,121,75,47,71,85,60,7,5,50,36,49,79,0,36,005,004400,36005004400,2021,1052,338,226,1616
"Census Tract 46, Bronx County, New York",658,109,128,48,5,52,28,25,60,46,12,69,9,36,21,10,0,36,005,004600,36005004600,2021,290,211,157,658
"Census Tract 48, Bronx County, New York",1504,259,83,123,133,35,140,0,72,79,49,98,300,49,26,45,13,36,005,004800,36005004800,2021,598,326,580,1504
"Census Tract 50.01, Bronx County, New York",1328,241,89,153,113,151,56,81,92,11,41,93,42,62,9,84,10,36,005,005001,36005005001,2021,596,391,341,1328
"Census Tract 50.02, Bronx County, New York",1946,235,213,150,113,47,245,16,77,181,90,193,225,71,18,11,61,36,005,005002,36005005002,2021,711,566,669,1946
"Census Tract 51, Bronx County, New York",2186,377,312,432,199,170,96,156,122,0,118,163,41,0,0,0,0,36,005,005100,36005005100,2021,1320,544,322,2186
"Census Tract 52, Bronx County, New York",825,176,115,112,30,55,19,41,20,38,44,82,37,22,23,6,5,36,005,005200,36005005200,2021,433,173,219,825
"Census Tract 53, Bronx County, New York",1664,391,203,224,131,142,170,98,18,31,122,34,49,18,33,0,0,36,005,005300,36005005300,2021,949,459,256,1664
"Census Tract 54, Bronx County, New York",1736,229,152,74,57,26,109,106,100,128,87,319,72,82,85,34,76,36,005,005400,36005005400,2021,512,469,755,1736
"Census Tract 56, Bronx County, New York",883,139,147,9,34,51,27,33,15,35,76,80,72,22,35,8,100,36,005,005600,36005005600,2021,329,161,393,883
"Census Tract 59.02, Bronx County, New York",1172,35,82,73,73,138,64,85,37,32,66,157,65,69,118,49,29,36,005,005902,36005005902,2021,263,356,553,1172
"Census Tract 60, Bronx County, New York",380,34,44,41,36,9,33,21,23,39,6,11,36,18,0,5,24,36,005,006000,36005006000,2021,155,125,100,380
"Census Tract 61, Bronx County, New York",2059,97,175,38,164,9,39,91,59,167,179,143,570,81,99,118,30,36,005,006100,36005006100,2021,474,365,1220,2059
"Census Tract 62, Bronx County, New York",2550,540,324,170,260,124,188,231,118,39,106,298,65,0,37,0,50,36,005,006200,36005006200,2021,1294,700,556,2550
"Census Tract 63.01, Bronx County, New York",2110,206,161,123,128,94,30,86,144,77,249,66,189,106,46,23,382,36,005,006301,36005006301,2021,618,431,1061,2110
"Census Tract 63.02, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,006302,36005006302,2021,0,0,0,0
"Census Tract 64, Bronx County, New York",1329,285,69,62,158,43,46,86,69,24,112,57,89,104,77,20,28,36,005,006400,36005006400,2021,574,268,487,1329
"Census Tract 65, Bronx County, New York",2055,476,202,191,263,204,38,120,24,0,94,130,78,175,44,0,16,36,005,006500,36005006500,2021,1132,386,537,2055
"Census Tract 67, Bronx County, New York",2571,556,630,467,124,112,57,29,44,67,75,88,214,0,108,0,0,36,005,006700,36005006700,2021,1777,309,485,2571
"Census Tract 68, Bronx County, New York",944,136,66,92,85,43,33,47,49,11,31,78,127,35,33,51,27,36,005,006800,36005006800,2021,379,183,382,944
"Census Tract 69, Bronx County, New York",2897,841,347,75,0,71,150,55,198,127,200,246,183,238,15,40,111,36,005,006900,36005006900,2021,1263,601,1033,2897
"Census Tract 70, Bronx County, New York",1248,196,76,71,47,76,46,46,19,14,123,67,189,7,173,35,63,36,005,007000,36005007000,2021,390,201,657,1248
"Census Tract 71, Bronx County, New York",1091,214,33,12,22,87,58,58,93,55,8,84,106,98,18,93,52,36,005,007100,36005007100,2021,281,351,459,1091
"Census Tract 72, Bronx County, New York",1689,202,58,90,80,78,13,140,17,110,172,84,224,176,63,107,75,36,005,007200,36005007200,2021,430,358,901,1689
"Census Tract 73, Bronx County, New York",1483,362,162,119,72,147,154,80,45,38,41,90,135,38,0,0,0,36,005,007300,36005007300,2021,715,464,304,1483
"Census Tract 74, Bronx County, New York",1285,143,133,80,34,156,41,74,91,0,66,92,39,121,70,128,17,36,005,007400,36005007400,2021,390,362,533,1285
"Census Tract 75, Bronx County, New York",2267,383,357,220,99,57,140,103,66,110,130,170,224,116,0,47,45,36,005,007500,36005007500,2021,1059,476,732,2267
"Census Tract 76, Bronx County, New York",1829,190,176,121,123,34,91,77,56,27,171,169,189,142,88,101,74,36,005,007600,36005007600,2021,610,285,934,1829
"Census Tract 77, Bronx County, New York",570,39,55,0,47,22,9,52,59,6,52,48,47,73,44,17,0,36,005,007700,36005007700,2021,141,148,281,570
"Census Tract 78, Bronx County, New York",1952,121,163,101,136,78,60,148,19,95,142,175,27,317,122,134,114,36,005,007800,36005007800,2021,521,400,1031,1952
"Census Tract 79, Bronx County, New York",2328,602,357,127,151,46,192,114,89,124,92,38,167,92,88,49,0,36,005,007900,36005007900,2021,1237,565,526,2328
"Census Tract 83, Bronx County, New York",2270,227,197,55,161,14,183,130,272,265,40,285,188,104,61,50,38,36,005,008300,36005008300,2021,640,864,766,2270
"Census Tract 84, Bronx County, New York",996,22,6,0,42,17,12,196,27,22,94,132,144,56,67,48,111,36,005,008400,36005008400,2021,70,274,652,996
"Census Tract 85, Bronx County, New York",2142,254,255,212,97,151,126,95,74,21,99,119,377,117,54,0,91,36,005,008500,36005008500,2021,818,467,857,2142
"Census Tract 86, Bronx County, New York",1585,335,193,122,116,145,0,83,154,26,118,17,114,16,0,77,69,36,005,008600,36005008600,2021,766,408,411,1585
"Census Tract 87, Bronx County, New York",2038,313,190,291,166,50,99,89,110,77,139,131,139,111,82,8,43,36,005,008700,36005008700,2021,960,425,653,2038
"Census Tract 89, Bronx County, New York",1227,93,83,72,251,123,67,21,71,22,162,15,129,52,26,40,0,36,005,008900,36005008900,2021,499,304,424,1227
"Census Tract 90, Bronx County, New York",1244,192,186,29,103,67,151,26,15,101,82,87,46,52,32,41,34,36,005,009000,36005009000,2021,510,360,374,1244
"Census Tract 92, Bronx County, New York",1841,149,122,91,68,63,154,80,23,53,174,195,304,121,25,124,95,36,005,009200,36005009200,2021,430,373,1038,1841
"Census Tract 93.01, Bronx County, New York",1773,237,162,231,82,23,38,128,100,121,77,136,55,33,66,260,24,36,005,009301,36005009301,2021,712,410,651,1773
"Census Tract 93.02, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,009302,36005009302,2021,0,0,0,0
"Census Tract 96, Bronx County, New York",861,117,70,31,43,40,28,13,10,84,69,43,160,26,49,50,28,36,005,009600,36005009600,2021,261,175,425,861
"Census Tract 98, Bronx County, New York",1607,117,70,105,40,16,57,102,29,88,70,131,251,233,135,102,61,36,005,009800,36005009800,2021,332,292,983,1607
"Census Tract 110, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,011000,36005011000,2021,0,0,0,0
"Census Tract 115.02, Bronx County, New York",1377,218,259,142,99,66,81,15,49,122,40,70,66,46,60,0,44,36,005,011502,36005011502,2021,718,333,326,1377
"Census Tract 117.01, Bronx County, New York",499,77,87,5,35,27,13,49,36,15,48,77,9,15,4,2,0,36,005,011701,36005011701,2021,204,140,155,499
"Census Tract 117.02, Bronx County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,011702,36005011702,2021,0,0,0,0
"Census Tract 118, Bronx County, New York",1594,55,68,98,29,66,38,19,12,33,51,105,196,201,109,264,250,36,005,011800,36005011800,2021,250,168,1176,1594
"Census Tract 119, Bronx County, New York",1942,336,178,113,132,94,202,44,67,44,226,132,133,66,13,116,46,36,005,011900,36005011900,2021,759,451,732,1942
"Census Tract 121.01, Bronx County, New York",994,147,57,46,28,37,18,81,24,76,49,93,125,45,53,57,58,36,005,012101,36005012101,2021,278,236,480,994
