source,store_id,store_name,address_query,addr_number,addr_street,addr_zip,latitude,longitude,bbl,bbl_method,bbl_label,bin,Tax_j,dof_taxyear,dof_annualized,pluto_assesstot,pluto_assessland,pluto_ownername,pluto_bldgclass,pluto_ok,dof_ok,assessment_ok,assessment_year,acris_lease_hit,acris_n_lease_docs,acris_lease_doc_type,Rent_j_acris,rent_sqft,Rent_j_low,Rent_j_mid,Rent_j_high,Rent_j,rent_method
snap,1648819,A & Z Gourmet Deli Corp  ,"770 HUNTS POINT AVE, Bronx, NY 10474",770,Hunts Point Ave,10474,40.81631,-73.88741,2027630212,geosearch,"770 HUNTS POINT AVENUE, Bronx, NY, USA",2006550,21772.0,2027,False,112500.0,9900.0,MCCANN REALTY CORP.,K1,True,True,False,,False,0.0,,,,,,,,none
snap,982838,A &M Grocery and Candy Corp  ,"872 HUNTS POINT AVE, Bronx, NY 10474",872,Hunts Point Ave,10474,40.81872,-73.88915,2027610001,geosearch,"872 HUNT'S POINT AVENUE, Bronx, NY, USA",2006318,683345.92,2027,True,921150.0,189000.0,870 HUNTS POINT RLTYGRO,K1,True,True,False,,False,0.0,,,,,,,,none
snap,1070975,A Z Deli Inc  ,"1093A SOUTHERN BLVD, Bronx, NY 10459",1093A,Southern Blvd,10459,40.82595,-73.89199,2027270045,geosearch,"1093A SOUTHERN BOULEVARD, Bronx, NY, USA",2005806,284301.12,2027,True,1014300.0,157950.0,1087 SOUTHERN REALTY LLC,K4,True,True,False,,False,0.0,,,,,,,,none
snap,1178797,A&O Deli Grocery Corp  ,"922 BARRETTO ST, Bronx, NY 10459",922,Barretto St,10459,40.81947,-73.89317,2027230068,geosearch,"922 BARRETTO STREET, Bronx, NY, USA",2005768,811144.64,2027,True,622800.0,40500.0,901 REALTY LLC,C7,True,True,False,,False,0.0,,,,,,,,none
snap,1029143,A.J.B. Deli Grocery Inc  ,"701 COSTER ST, Bronx, NY 10474",701,Coster St,10474,40.81442,-73.8875,2027630105,geosearch,"701 COSTER STREET, Bronx, NY, USA",2006510,11968.68,2027,False,117900.0,15750.0,MOUNT SINAI CHRISTIAN CH,M9,True,True,False,,False,0.0,,,,,,,,none
snap,872167,A1 Depot Inc  ,"1195 SPOFFORD AVE, Bronx, NY 10474",1195,Spofford Ave,10474,40.81379,-73.89139,2027370134,geosearch,"1195 SPOFFORD AVENUE, Bronx, NY, USA",2005936,29289.6,2027,False,139950.0,20700.0,BISOLA DIST,E9,True,True,False,,False,0.0,,,,,,,,none
snap,477125,AA SABA DELI & GROCERY  ,"870 PROSPECT AVE, Bronx, NY 10459",870,Prospect Ave,10459,40.82028,-73.90129,2026900001,geosearch,"870 PROSPECT AVENUE, Bronx, NY, USA",2005189,608058.72,2027,True,788400.0,80100.0,864 HOLDING LLC,K4,True,True,False,,False,0.0,,,,,,,,none
snap,1266903,AAA Biz Net Inc/ AAA Deli and Grocery  ,"978 LONGWOOD AVE, Bronx, NY 10459",978,Longwood Ave,10459,40.81713,-73.89767,2027070060,geosearch,"978 LONGWOOD AVENUE, Bronx, NY, USA",2005537,1057911.36,2027,True,855450.0,36000.0,"FRASER'S MULTICO, INC.",C7,True,True,False,,True,1.0,MLEA,,,,,,,acris_lease_no_amount
snap,1376307,"Aarons Corner Deli, Llc  ","1251 REV JAMES A POLITE AVE, Bronx, NY 10459",1251,Rev James A Polite Ave,10459,40.82857,-73.89658,2026940024,geosearch,"1251 REV JAMES A POLITE AVENUE, Bronx, NY, USA",2005311,18176.64,2027,False,453150.0,58950.0,1251 REV JAMES LLC,S3,True,True,False,,False,0.0,,,,,,,,none
snap,1507967,Aayan Fruits & Vegetables Inc  ,"547 SOUTHERN BLVD, Bronx, NY 10455",547,Southern Blvd,10455,40.81243,-73.90369,2026830052,geosearch,"547 SOUTHERN BOULEVARD, Bronx, NY, USA",2005088,292569.06,2027,False,420750.0,53100.0,547 SOUTHERN BOULEVARD HDFC,C6,True,True,False,,False,0.0,,,,,,,,none
